item_number,block_sequence,trial_sequence_total,Answer.time_in_minutes,workerid,Answer.condition,list_number,response,condition 
112,14,59,26.644833333333334,103,undefined,2,0.82,FILL
36,14,60,26.644833333333334,103,undefined,2,0.53,SUBJ
106,15,61,26.644833333333334,103,undefined,2,0.76,FILL
17,15,62,26.644833333333334,103,undefined,2,0.74,CNPC
18,15,63,26.644833333333334,103,undefined,2,0.54,SUBJ
16,15,64,26.644833333333334,103,undefined,2,0.66,WH
practice_good,practice,0,10.560866666666668,104,undefined,practice,1,practice_good
practice_bad,practice,0,10.560866666666668,104,undefined,practice,0.01,practice_bad
34,1,1,10.560866666666668,104,undefined,2,0.35,WH
112,1,2,10.560866666666668,104,undefined,2,0.74,FILL
36,1,3,10.560866666666668,104,undefined,2,0.26,SUBJ
35,1,4,10.560866666666668,104,undefined,2,0.71,CNPC
101,2,5,10.560866666666668,104,undefined,2,0.75,FILL
1,2,6,10.560866666666668,104,undefined,2,0.3,WH
2,2,7,10.560866666666668,104,undefined,2,0.4,CNPC
3,2,8,10.560866666666668,104,undefined,2,0.58,SUBJ
991,2,9,10.560866666666668,104,undefined,99,0.8,UNGRAM
108,3,10,10.560866666666668,104,undefined,2,0.93,FILL
23,3,11,10.560866666666668,104,undefined,2,0.96,CNPC
24,3,12,10.560866666666668,104,undefined,2,0.98,SUBJ
22,3,13,10.560866666666668,104,undefined,2,0.79,WH
104,4,14,10.560866666666668,104,undefined,2,0.97,FILL
11,4,15,10.560866666666668,104,undefined,2,0.81,CNPC
12,4,16,10.560866666666668,104,undefined,2,0.76,SUBJ
10,4,17,10.560866666666668,104,undefined,2,0.56,WH
994,4,18,10.560866666666668,104,undefined,99,0.45,UNGRAM
15,5,19,10.560866666666668,104,undefined,2,0.2,SUBJ
13,5,20,10.560866666666668,104,undefined,2,0.34,WH
105,5,21,10.560866666666668,104,undefined,2,0.95,FILL
14,5,22,10.560866666666668,104,undefined,2,1,CNPC
30,6,23,10.560866666666668,104,undefined,2,0.86,SUBJ
110,6,24,10.560866666666668,104,undefined,2,0.98,FILL
29,6,25,10.560866666666668,104,undefined,2,0.97,CNPC
28,6,26,10.560866666666668,104,undefined,2,0.98,WH
16,7,27,10.560866666666668,104,undefined,2,0.99,WH
18,7,28,10.560866666666668,104,undefined,2,0.99,SUBJ
17,7,29,10.560866666666668,104,undefined,2,0.99,CNPC
106,7,30,10.560866666666668,104,undefined,2,0.98,FILL
25,8,31,10.560866666666668,104,undefined,2,0.99,WH
27,8,32,10.560866666666668,104,undefined,2,0.81,SUBJ
109,8,33,10.560866666666668,104,undefined,2,0.98,FILL
26,8,34,10.560866666666668,104,undefined,2,1,CNPC
45,9,35,10.560866666666668,104,undefined,2,0.99,SUBJ
44,9,36,10.560866666666668,104,undefined,2,0.98,CNPC
115,9,37,10.560866666666668,104,undefined,2,0.98,FILL
43,9,38,10.560866666666668,104,undefined,2,0.4,WH
32,10,39,10.560866666666668,104,undefined,2,0.86,CNPC
111,10,40,10.560866666666668,104,undefined,2,0.87,FILL
33,10,41,10.560866666666668,104,undefined,2,0.33,SUBJ
31,10,42,10.560866666666668,104,undefined,2,0.82,WH
8,11,43,10.560866666666668,104,undefined,2,0.9,CNPC
103,11,44,10.560866666666668,104,undefined,2,0.95,FILL
9,11,45,10.560866666666668,104,undefined,2,0.67,SUBJ
7,11,46,10.560866666666668,104,undefined,2,0.95,WH
993,11,47,10.560866666666668,104,undefined,99,0.98,UNGRAM
4,12,48,10.560866666666668,104,undefined,2,0.86,WH
6,12,49,10.560866666666668,104,undefined,2,0.58,SUBJ
102,12,50,10.560866666666668,104,undefined,2,0.98,FILL
5,12,51,10.560866666666668,104,undefined,2,0.96,CNPC
992,12,52,10.560866666666668,104,undefined,99,0.99,UNGRAM
39,13,53,10.560866666666668,104,undefined,2,0.99,SUBJ
37,13,54,10.560866666666668,104,undefined,2,0.98,WH
113,13,55,10.560866666666668,104,undefined,2,0.85,FILL
38,13,56,10.560866666666668,104,undefined,2,0.99,CNPC
41,14,57,10.560866666666668,104,undefined,2,0.99,CNPC
40,14,58,10.560866666666668,104,undefined,2,0.95,WH
42,14,59,10.560866666666668,104,undefined,2,0.45,SUBJ
114,14,60,10.560866666666668,104,undefined,2,0.98,FILL
21,15,61,10.560866666666668,104,undefined,2,0.63,SUBJ
20,15,62,10.560866666666668,104,undefined,2,0.78,CNPC
107,15,63,10.560866666666668,104,undefined,2,0.95,FILL
19,15,64,10.560866666666668,104,undefined,2,0.98,WH
practice_good,practice,0,10.885716666666667,105,undefined,practice,0.98,practice_good
practice_bad,practice,0,10.885716666666667,105,undefined,practice,0,practice_bad
13,1,1,10.885716666666667,105,undefined,2,0.47,WH
105,1,2,10.885716666666667,105,undefined,2,0.93,FILL
14,1,3,10.885716666666667,105,undefined,2,0.03,CNPC
15,1,4,10.885716666666667,105,undefined,2,0.09,SUBJ
9,2,5,10.885716666666667,105,undefined,2,0.36,SUBJ
8,2,6,10.885716666666667,105,undefined,2,0.77,CNPC
7,2,7,10.885716666666667,105,undefined,2,0.1,WH
103,2,8,10.885716666666667,105,undefined,2,0.75,FILL
993,2,9,10.885716666666667,105,undefined,99,0.27,UNGRAM
10,3,10,10.885716666666667,105,undefined,2,0.27,WH
104,3,11,10.885716666666667,105,undefined,2,0.75,FILL
11,3,12,10.885716666666667,105,undefined,2,0.26,CNPC
12,3,13,10.885716666666667,105,undefined,2,0.15,SUBJ
994,3,14,10.885716666666667,105,undefined,99,0.21,UNGRAM
34,4,15,10.885716666666667,105,undefined,2,0.15,WH
36,4,16,10.885716666666667,105,undefined,2,0.35,SUBJ
112,4,17,10.885716666666667,105,undefined,2,0.07,FILL
35,4,18,10.885716666666667,105,undefined,2,0,CNPC
1,5,19,10.885716666666667,105,undefined,2,0.31,WH
101,5,20,10.885716666666667,105,undefined,2,0.91,FILL
2,5,21,10.885716666666667,105,undefined,2,0.26,CNPC
3,5,22,10.885716666666667,105,undefined,2,0.11,SUBJ
991,5,23,10.885716666666667,105,undefined,99,0,UNGRAM
109,6,24,10.885716666666667,105,undefined,2,1,FILL
25,6,25,10.885716666666667,105,undefined,2,0.26,WH
27,6,26,10.885716666666667,105,undefined,2,0.06,SUBJ
26,6,27,10.885716666666667,105,undefined,2,0.06,CNPC
5,7,28,10.885716666666667,105,undefined,2,0.11,CNPC
6,7,29,10.885716666666667,105,undefined,2,0.04,SUBJ
4,7,30,10.885716666666667,105,undefined,2,0.09,WH
102,7,31,10.885716666666667,105,undefined,2,0.95,FILL
992,7,32,10.885716666666667,105,undefined,99,0.13,UNGRAM
113,8,33,10.885716666666667,105,undefined,2,0.74,FILL
39,8,34,10.885716666666667,105,undefined,2,0.09,SUBJ
38,8,35,10.885716666666667,105,undefined,2,0.06,CNPC
37,8,36,10.885716666666667,105,undefined,2,0.12,WH
114,9,37,10.885716666666667,105,undefined,2,0.08,FILL
41,9,38,10.885716666666667,105,undefined,2,0.27,CNPC
40,9,39,10.885716666666667,105,undefined,2,0.02,WH
42,9,40,10.885716666666667,105,undefined,2,0.05,SUBJ
32,10,41,10.885716666666667,105,undefined,2,0.18,CNPC
111,10,42,10.885716666666667,105,undefined,2,0.95,FILL
31,10,43,10.885716666666667,105,undefined,2,0.06,WH
33,10,44,10.885716666666667,105,undefined,2,0.17,SUBJ
18,11,45,10.885716666666667,105,undefined,2,0.04,SUBJ
16,11,46,10.885716666666667,105,undefined,2,0.07,WH
106,11,47,10.885716666666667,105,undefined,2,0.96,FILL
17,11,48,10.885716666666667,105,undefined,2,0.16,CNPC
108,12,49,10.885716666666667,105,undefined,2,0.94,FILL
24,12,50,10.885716666666667,105,undefined,2,0.04,SUBJ
23,12,51,10.885716666666667,105,undefined,2,0.07,CNPC
22,12,52,10.885716666666667,105,undefined,2,0.08,WH
45,13,53,10.885716666666667,105,undefined,2,0.09,SUBJ
44,13,54,10.885716666666667,105,undefined,2,0.04,CNPC
115,13,55,10.885716666666667,105,undefined,2,0.94,FILL
43,13,56,10.885716666666667,105,undefined,2,0.17,WH
19,14,57,10.885716666666667,105,undefined,2,0.13,WH
20,14,58,10.885716666666667,105,undefined,2,0.06,CNPC
107,14,59,10.885716666666667,105,undefined,2,1,FILL
21,14,60,10.885716666666667,105,undefined,2,0.11,SUBJ
110,15,61,10.885716666666667,105,undefined,2,1,FILL
28,15,62,10.885716666666667,105,undefined,2,0.09,WH
29,15,63,10.885716666666667,105,undefined,2,0.07,CNPC
30,15,64,10.885716666666667,105,undefined,2,0.07,SUBJ
practice_good,practice,0,10.171466666666667,106,undefined,practice,1,practice_good
practice_bad,practice,0,10.171466666666667,106,undefined,practice,0,practice_bad
27,1,1,10.171466666666667,106,undefined,2,1,SUBJ
25,1,2,10.171466666666667,106,undefined,2,0.99,WH
109,1,3,10.171466666666667,106,undefined,2,0.99,FILL
26,1,4,10.171466666666667,106,undefined,2,0.06,CNPC
2,2,5,10.171466666666667,106,undefined,2,0.03,CNPC
1,2,6,10.171466666666667,106,undefined,2,1,WH
101,2,7,10.171466666666667,106,undefined,2,0,FILL
3,2,8,10.171466666666667,106,undefined,2,1,SUBJ
991,2,9,10.171466666666667,106,undefined,99,0.01,UNGRAM
39,3,10,10.171466666666667,106,undefined,2,1,SUBJ
38,3,11,10.171466666666667,106,undefined,2,1,CNPC
113,3,12,10.171466666666667,106,undefined,2,1,FILL
37,3,13,10.171466666666667,106,undefined,2,1,WH
44,4,14,10.171466666666667,106,undefined,2,0,CNPC
115,4,15,10.171466666666667,106,undefined,2,1,FILL
45,4,16,10.171466666666667,106,undefined,2,0,SUBJ
43,4,17,10.171466666666667,106,undefined,2,0.99,WH
18,5,18,10.171466666666667,106,undefined,2,1,SUBJ
16,5,19,10.171466666666667,106,undefined,2,1,WH
106,5,20,10.171466666666667,106,undefined,2,1,FILL
17,5,21,10.171466666666667,106,undefined,2,0.02,CNPC
19,6,22,10.171466666666667,106,undefined,2,1,WH
20,6,23,10.171466666666667,106,undefined,2,1,CNPC
107,6,24,10.171466666666667,106,undefined,2,1,FILL
21,6,25,10.171466666666667,106,undefined,2,1,SUBJ
108,7,26,10.171466666666667,106,undefined,2,1,FILL
24,7,27,10.171466666666667,106,undefined,2,0.98,SUBJ
22,7,28,10.171466666666667,106,undefined,2,1,WH
23,7,29,10.171466666666667,106,undefined,2,0,CNPC
41,8,30,10.171466666666667,106,undefined,2,0,CNPC
40,8,31,10.171466666666667,106,undefined,2,1,WH
114,8,32,10.171466666666667,106,undefined,2,1,FILL
42,8,33,10.171466666666667,106,undefined,2,1,SUBJ
6,9,34,10.171466666666667,106,undefined,2,1,SUBJ
102,9,35,10.171466666666667,106,undefined,2,1,FILL
4,9,36,10.171466666666667,106,undefined,2,0,WH
5,9,37,10.171466666666667,106,undefined,2,0,CNPC
992,9,38,10.171466666666667,106,undefined,99,0,UNGRAM
28,10,39,10.171466666666667,106,undefined,2,0,WH
110,10,40,10.171466666666667,106,undefined,2,1,FILL
30,10,41,10.171466666666667,106,undefined,2,1,SUBJ
29,10,42,10.171466666666667,106,undefined,2,0,CNPC
35,11,43,10.171466666666667,106,undefined,2,1,CNPC
34,11,44,10.171466666666667,106,undefined,2,1,WH
112,11,45,10.171466666666667,106,undefined,2,1,FILL
36,11,46,10.171466666666667,106,undefined,2,1,SUBJ
15,12,47,10.171466666666667,106,undefined,2,1,SUBJ
105,12,48,10.171466666666667,106,undefined,2,1,FILL
13,12,49,10.171466666666667,106,undefined,2,1,WH
14,12,50,10.171466666666667,106,undefined,2,1,CNPC
111,13,51,10.171466666666667,106,undefined,2,1,FILL
31,13,52,10.171466666666667,106,undefined,2,0,WH
33,13,53,10.171466666666667,106,undefined,2,1,SUBJ
32,13,54,10.171466666666667,106,undefined,2,0,CNPC
9,14,55,10.171466666666667,106,undefined,2,1,SUBJ
103,14,56,10.171466666666667,106,undefined,2,1,FILL
8,14,57,10.171466666666667,106,undefined,2,0,CNPC
7,14,58,10.171466666666667,106,undefined,2,1,WH
993,14,59,10.171466666666667,106,undefined,99,1,UNGRAM
12,15,60,10.171466666666667,106,undefined,2,1,SUBJ
11,15,61,10.171466666666667,106,undefined,2,1,CNPC
104,15,62,10.171466666666667,106,undefined,2,1,FILL
10,15,63,10.171466666666667,106,undefined,2,0,WH
994,15,64,10.171466666666667,106,undefined,99,0.99,UNGRAM
practice_good,practice,0,9.257516666666668,107,undefined,practice,0.95,practice_good
practice_bad,practice,0,9.257516666666668,107,undefined,practice,0.05,practice_bad
45,1,1,9.257516666666668,107,undefined,2,0.06,SUBJ
44,1,2,9.257516666666668,107,undefined,2,0.87,CNPC
43,1,3,9.257516666666668,107,undefined,2,0.06,WH
115,1,4,9.257516666666668,107,undefined,2,0.94,FILL
8,2,5,9.257516666666668,107,undefined,2,0,CNPC
103,2,6,9.257516666666668,107,undefined,2,0.97,FILL
7,2,7,9.257516666666668,107,undefined,2,0.97,WH
9,2,8,9.257516666666668,107,undefined,2,0.77,SUBJ
993,2,9,9.257516666666668,107,undefined,99,0.07,UNGRAM
107,3,10,9.257516666666668,107,undefined,2,0.95,FILL
20,3,11,9.257516666666668,107,undefined,2,0.37,CNPC
21,3,12,9.257516666666668,107,undefined,2,0.47,SUBJ
19,3,13,9.257516666666668,107,undefined,2,0.58,WH
6,4,14,9.257516666666668,107,undefined,2,0.09,SUBJ
5,4,15,9.257516666666668,107,undefined,2,0.73,CNPC
4,4,16,9.257516666666668,107,undefined,2,0.81,WH
102,4,17,9.257516666666668,107,undefined,2,0.86,FILL
992,4,18,9.257516666666668,107,undefined,99,0.22,UNGRAM
1,5,19,9.257516666666668,107,undefined,2,0.8,WH
2,5,20,9.257516666666668,107,undefined,2,0.21,CNPC
101,5,21,9.257516666666668,107,undefined,2,0.73,FILL
3,5,22,9.257516666666668,107,undefined,2,0.15,SUBJ
991,5,23,9.257516666666668,107,undefined,99,0.12,UNGRAM
12,6,24,9.257516666666668,107,undefined,2,0.14,SUBJ
10,6,25,9.257516666666668,107,undefined,2,0.69,WH
11,6,26,9.257516666666668,107,undefined,2,0.18,CNPC
104,6,27,9.257516666666668,107,undefined,2,0.87,FILL
994,6,28,9.257516666666668,107,undefined,99,0.29,UNGRAM
37,7,29,9.257516666666668,107,undefined,2,0.72,WH
38,7,30,9.257516666666668,107,undefined,2,0.44,CNPC
113,7,31,9.257516666666668,107,undefined,2,0.9,FILL
39,7,32,9.257516666666668,107,undefined,2,0.13,SUBJ
31,8,33,9.257516666666668,107,undefined,2,0.81,WH
111,8,34,9.257516666666668,107,undefined,2,0.59,FILL
33,8,35,9.257516666666668,107,undefined,2,0.79,SUBJ
32,8,36,9.257516666666668,107,undefined,2,0.65,CNPC
22,9,37,9.257516666666668,107,undefined,2,0.39,WH
108,9,38,9.257516666666668,107,undefined,2,0.77,FILL
23,9,39,9.257516666666668,107,undefined,2,0.87,CNPC
24,9,40,9.257516666666668,107,undefined,2,0.19,SUBJ
15,10,41,9.257516666666668,107,undefined,2,0.64,SUBJ
105,10,42,9.257516666666668,107,undefined,2,0.79,FILL
14,10,43,9.257516666666668,107,undefined,2,0.69,CNPC
13,10,44,9.257516666666668,107,undefined,2,0.9,WH
36,11,45,9.257516666666668,107,undefined,2,0.18,SUBJ
112,11,46,9.257516666666668,107,undefined,2,0.78,FILL
35,11,47,9.257516666666668,107,undefined,2,0.46,CNPC
34,11,48,9.257516666666668,107,undefined,2,0.21,WH
17,12,49,9.257516666666668,107,undefined,2,0.73,CNPC
18,12,50,9.257516666666668,107,undefined,2,0.8,SUBJ
16,12,51,9.257516666666668,107,undefined,2,0.6,WH
106,12,52,9.257516666666668,107,undefined,2,0.95,FILL
42,13,53,9.257516666666668,107,undefined,2,0.15,SUBJ
40,13,54,9.257516666666668,107,undefined,2,0.86,WH
114,13,55,9.257516666666668,107,undefined,2,0.89,FILL
41,13,56,9.257516666666668,107,undefined,2,0.38,CNPC
27,14,57,9.257516666666668,107,undefined,2,0.21,SUBJ
109,14,58,9.257516666666668,107,undefined,2,0.85,FILL
26,14,59,9.257516666666668,107,undefined,2,0.17,CNPC
25,14,60,9.257516666666668,107,undefined,2,0.7,WH
28,15,61,9.257516666666668,107,undefined,2,0.71,WH
110,15,62,9.257516666666668,107,undefined,2,0.9,FILL
30,15,63,9.257516666666668,107,undefined,2,0.24,SUBJ
29,15,64,9.257516666666668,107,undefined,2,0.42,CNPC
practice_good,practice,0,37.1672,108,undefined,practice,0.93,practice_good
practice_bad,practice,0,37.1672,108,undefined,practice,0,practice_bad
115,1,1,37.1672,108,undefined,2,0.62,FILL
44,1,2,37.1672,108,undefined,2,0.09,CNPC
43,1,3,37.1672,108,undefined,2,0.82,WH
45,1,4,37.1672,108,undefined,2,0.16,SUBJ
4,2,5,37.1672,108,undefined,2,0.9,WH
6,2,6,37.1672,108,undefined,2,0.16,SUBJ
5,2,7,37.1672,108,undefined,2,0.84,CNPC
102,2,8,37.1672,108,undefined,2,1,FILL
992,2,9,37.1672,108,undefined,99,0,UNGRAM
38,3,10,37.1672,108,undefined,2,0.5,CNPC
113,3,11,37.1672,108,undefined,2,0.98,FILL
37,3,12,37.1672,108,undefined,2,0.86,WH
39,3,13,37.1672,108,undefined,2,0.01,SUBJ
21,4,14,37.1672,108,undefined,2,0.26,SUBJ
20,4,15,37.1672,108,undefined,2,1,CNPC
107,4,16,37.1672,108,undefined,2,1,FILL
19,4,17,37.1672,108,undefined,2,0.88,WH
8,5,18,37.1672,108,undefined,2,0.42,CNPC
9,5,19,37.1672,108,undefined,2,0.89,SUBJ
103,5,20,37.1672,108,undefined,2,1,FILL
7,5,21,37.1672,108,undefined,2,0.13,WH
993,5,22,37.1672,108,undefined,99,0.38,UNGRAM
34,6,23,37.1672,108,undefined,2,0.75,WH
35,6,24,37.1672,108,undefined,2,0.61,CNPC
112,6,25,37.1672,108,undefined,2,1,FILL
36,6,26,37.1672,108,undefined,2,0.24,SUBJ
3,7,27,37.1672,108,undefined,2,1,SUBJ
1,7,28,37.1672,108,undefined,2,0.87,WH
2,7,29,37.1672,108,undefined,2,0.21,CNPC
101,7,30,37.1672,108,undefined,2,1,FILL
991,7,31,37.1672,108,undefined,99,0.06,UNGRAM
14,8,32,37.1672,108,undefined,2,0.49,CNPC
105,8,33,37.1672,108,undefined,2,1,FILL
15,8,34,37.1672,108,undefined,2,0.04,SUBJ
13,8,35,37.1672,108,undefined,2,0.79,WH
40,9,36,37.1672,108,undefined,2,1,WH
114,9,37,37.1672,108,undefined,2,1,FILL
41,9,38,37.1672,108,undefined,2,0.11,CNPC
42,9,39,37.1672,108,undefined,2,0.08,SUBJ
24,10,40,37.1672,108,undefined,2,0.95,SUBJ
22,10,41,37.1672,108,undefined,2,0.96,WH
108,10,42,37.1672,108,undefined,2,1,FILL
23,10,43,37.1672,108,undefined,2,0.24,CNPC
104,11,44,37.1672,108,undefined,2,1,FILL
12,11,45,37.1672,108,undefined,2,0.28,SUBJ
11,11,46,37.1672,108,undefined,2,0.19,CNPC
10,11,47,37.1672,108,undefined,2,1,WH
994,11,48,37.1672,108,undefined,99,0.09,UNGRAM
28,12,49,37.1672,108,undefined,2,1,WH
29,12,50,37.1672,108,undefined,2,0.07,CNPC
110,12,51,37.1672,108,undefined,2,1,FILL
30,12,52,37.1672,108,undefined,2,0.06,SUBJ
32,13,53,37.1672,108,undefined,2,0.34,CNPC
33,13,54,37.1672,108,undefined,2,0.15,SUBJ
111,13,55,37.1672,108,undefined,2,1,FILL
31,13,56,37.1672,108,undefined,2,1,WH
16,14,57,37.1672,108,undefined,2,1,WH
18,14,58,37.1672,108,undefined,2,0.97,SUBJ
106,14,59,37.1672,108,undefined,2,1,FILL
17,14,60,37.1672,108,undefined,2,0.96,CNPC
109,15,61,37.1672,108,undefined,2,0.92,FILL
26,15,62,37.1672,108,undefined,2,0.76,CNPC
27,15,63,37.1672,108,undefined,2,0.14,SUBJ
25,15,64,37.1672,108,undefined,2,0.84,WH
practice_good,practice,0,28.464566666666666,109,undefined,practice,1,practice_good
practice_bad,practice,0,28.464566666666666,109,undefined,practice,0.02,practice_bad
44,1,1,28.464566666666666,109,undefined,2,0.01,CNPC
45,1,2,28.464566666666666,109,undefined,2,0.03,SUBJ
43,1,3,28.464566666666666,109,undefined,2,0.05,WH
115,1,4,28.464566666666666,109,undefined,2,0,FILL
106,2,5,28.464566666666666,109,undefined,2,0.93,FILL
18,2,6,28.464566666666666,109,undefined,2,0,SUBJ
16,2,7,28.464566666666666,109,undefined,2,0.02,WH
17,2,8,28.464566666666666,109,undefined,2,0.03,CNPC
28,3,9,28.464566666666666,109,undefined,2,0.01,WH
30,3,10,28.464566666666666,109,undefined,2,0.02,SUBJ
110,3,11,28.464566666666666,109,undefined,2,1,FILL
29,3,12,28.464566666666666,109,undefined,2,0.02,CNPC
37,4,13,28.464566666666666,109,undefined,2,0.04,WH
113,4,14,28.464566666666666,109,undefined,2,0.03,FILL
39,4,15,28.464566666666666,109,undefined,2,0.01,SUBJ
38,4,16,28.464566666666666,109,undefined,2,0.03,CNPC
9,5,17,28.464566666666666,109,undefined,2,0.02,SUBJ
7,5,18,28.464566666666666,109,undefined,2,0.03,WH
103,5,19,28.464566666666666,109,undefined,2,0.88,FILL
8,5,20,28.464566666666666,109,undefined,2,0,CNPC
993,5,21,28.464566666666666,109,undefined,99,0.01,UNGRAM
19,6,22,28.464566666666666,109,undefined,2,0.02,WH
21,6,23,28.464566666666666,109,undefined,2,0.02,SUBJ
107,6,24,28.464566666666666,109,undefined,2,0.97,FILL
20,6,25,28.464566666666666,109,undefined,2,0.03,CNPC
25,7,26,28.464566666666666,109,undefined,2,0.02,WH
109,7,27,28.464566666666666,109,undefined,2,0.91,FILL
26,7,28,28.464566666666666,109,undefined,2,0.03,CNPC
27,7,29,28.464566666666666,109,undefined,2,0.04,SUBJ
111,8,30,28.464566666666666,109,undefined,2,0.92,FILL
31,8,31,28.464566666666666,109,undefined,2,0.03,WH
32,8,32,28.464566666666666,109,undefined,2,0,CNPC
33,8,33,28.464566666666666,109,undefined,2,0.02,SUBJ
1,9,34,28.464566666666666,109,undefined,2,0.03,WH
2,9,35,28.464566666666666,109,undefined,2,0.02,CNPC
3,9,36,28.464566666666666,109,undefined,2,0.03,SUBJ
101,9,37,28.464566666666666,109,undefined,2,0.99,FILL
991,9,38,28.464566666666666,109,undefined,99,0.03,UNGRAM
13,10,39,28.464566666666666,109,undefined,2,0.03,WH
105,10,40,28.464566666666666,109,undefined,2,0.93,FILL
14,10,41,28.464566666666666,109,undefined,2,0.03,CNPC
15,10,42,28.464566666666666,109,undefined,2,0.02,SUBJ
35,11,43,28.464566666666666,109,undefined,2,0.05,CNPC
36,11,44,28.464566666666666,109,undefined,2,0.05,SUBJ
34,11,45,28.464566666666666,109,undefined,2,0.03,WH
112,11,46,28.464566666666666,109,undefined,2,0.79,FILL
22,12,47,28.464566666666666,109,undefined,2,0.01,WH
23,12,48,28.464566666666666,109,undefined,2,0.08,CNPC
24,12,49,28.464566666666666,109,undefined,2,0.04,SUBJ
108,12,50,28.464566666666666,109,undefined,2,0.99,FILL
114,13,51,28.464566666666666,109,undefined,2,0.13,FILL
41,13,52,28.464566666666666,109,undefined,2,0.73,CNPC
42,13,53,28.464566666666666,109,undefined,2,0.08,SUBJ
40,13,54,28.464566666666666,109,undefined,2,0.13,WH
11,14,55,28.464566666666666,109,undefined,2,0.06,CNPC
12,14,56,28.464566666666666,109,undefined,2,0.04,SUBJ
104,14,57,28.464566666666666,109,undefined,2,0.97,FILL
10,14,58,28.464566666666666,109,undefined,2,0.08,WH
994,14,59,28.464566666666666,109,undefined,99,0.01,UNGRAM
6,15,60,28.464566666666666,109,undefined,2,0.02,SUBJ
5,15,61,28.464566666666666,109,undefined,2,0.04,CNPC
4,15,62,28.464566666666666,109,undefined,2,0.03,WH
102,15,63,28.464566666666666,109,undefined,2,0.03,FILL
992,15,64,28.464566666666666,109,undefined,99,0.05,UNGRAM
practice_good,practice,0,11.924883333333334,110,undefined,practice,0.99,practice_good
practice_bad,practice,0,11.924883333333334,110,undefined,practice,0.18,practice_bad
33,1,1,11.924883333333334,110,undefined,2,0.23,SUBJ
32,1,2,11.924883333333334,110,undefined,2,0.26,CNPC
111,1,3,11.924883333333334,110,undefined,2,0.94,FILL
31,1,4,11.924883333333334,110,undefined,2,0.72,WH
104,2,5,11.924883333333334,110,undefined,2,0.84,FILL
12,2,6,11.924883333333334,110,undefined,2,0.15,SUBJ
11,2,7,11.924883333333334,110,undefined,2,0.19,CNPC
10,2,8,11.924883333333334,110,undefined,2,0.8,WH
994,2,9,11.924883333333334,110,undefined,99,0.09,UNGRAM
8,3,10,11.924883333333334,110,undefined,2,0.16,CNPC
9,3,11,11.924883333333334,110,undefined,2,0.68,SUBJ
7,3,12,11.924883333333334,110,undefined,2,0.65,WH
103,3,13,11.924883333333334,110,undefined,2,0.95,FILL
993,3,14,11.924883333333334,110,undefined,99,0.55,UNGRAM
13,4,15,11.924883333333334,110,undefined,2,0.83,WH
15,4,16,11.924883333333334,110,undefined,2,0.28,SUBJ
14,4,17,11.924883333333334,110,undefined,2,0.36,CNPC
105,4,18,11.924883333333334,110,undefined,2,0.78,FILL
40,5,19,11.924883333333334,110,undefined,2,0.92,WH
114,5,20,11.924883333333334,110,undefined,2,0.98,FILL
41,5,21,11.924883333333334,110,undefined,2,0.36,CNPC
42,5,22,11.924883333333334,110,undefined,2,0.67,SUBJ
21,6,23,11.924883333333334,110,undefined,2,0.79,SUBJ
20,6,24,11.924883333333334,110,undefined,2,0.33,CNPC
19,6,25,11.924883333333334,110,undefined,2,0.75,WH
107,6,26,11.924883333333334,110,undefined,2,0.94,FILL
2,7,27,11.924883333333334,110,undefined,2,0.35,CNPC
3,7,28,11.924883333333334,110,undefined,2,0.58,SUBJ
101,7,29,11.924883333333334,110,undefined,2,0.89,FILL
1,7,30,11.924883333333334,110,undefined,2,0.82,WH
991,7,31,11.924883333333334,110,undefined,99,0.24,UNGRAM
6,8,32,11.924883333333334,110,undefined,2,0.15,SUBJ
5,8,33,11.924883333333334,110,undefined,2,0.3,CNPC
102,8,34,11.924883333333334,110,undefined,2,0.84,FILL
4,8,35,11.924883333333334,110,undefined,2,0.94,WH
992,8,36,11.924883333333334,110,undefined,99,0.09,UNGRAM
34,9,37,11.924883333333334,110,undefined,2,0.28,WH
112,9,38,11.924883333333334,110,undefined,2,0.98,FILL
35,9,39,11.924883333333334,110,undefined,2,0.24,CNPC
36,9,40,11.924883333333334,110,undefined,2,0.6,SUBJ
108,10,41,11.924883333333334,110,undefined,2,0.99,FILL
22,10,42,11.924883333333334,110,undefined,2,0.35,WH
24,10,43,11.924883333333334,110,undefined,2,0.28,SUBJ
23,10,44,11.924883333333334,110,undefined,2,0.14,CNPC
110,11,45,11.924883333333334,110,undefined,2,0.97,FILL
30,11,46,11.924883333333334,110,undefined,2,0.53,SUBJ
28,11,47,11.924883333333334,110,undefined,2,0.78,WH
29,11,48,11.924883333333334,110,undefined,2,0.77,CNPC
113,12,49,11.924883333333334,110,undefined,2,0.96,FILL
38,12,50,11.924883333333334,110,undefined,2,0.32,CNPC
37,12,51,11.924883333333334,110,undefined,2,0.96,WH
39,12,52,11.924883333333334,110,undefined,2,0.14,SUBJ
16,13,53,11.924883333333334,110,undefined,2,0.91,WH
18,13,54,11.924883333333334,110,undefined,2,0.3,SUBJ
106,13,55,11.924883333333334,110,undefined,2,0.98,FILL
17,13,56,11.924883333333334,110,undefined,2,0.18,CNPC
26,14,57,11.924883333333334,110,undefined,2,0.69,CNPC
25,14,58,11.924883333333334,110,undefined,2,0.92,WH
27,14,59,11.924883333333334,110,undefined,2,0.03,SUBJ
109,14,60,11.924883333333334,110,undefined,2,0.98,FILL
