"Answer.time_in_minutes","item_number","first_response_value","wrong_attempts","condition","list_number","trial_sequence_total","Answer.condition","workerid","block_sequence","response"
10.3757,"30",NA,NA,"WH","2",21,"undefined",56,12,0.01
10.3757,"125",NA,NA,"UNGRAM","2",22,"undefined",56,12,0.04
10.3757,"28",NA,NA,"CNPC","2",23,"undefined",56,12,0.02
10.3757,"110",NA,NA,"FILL","2",24,"undefined",56,12,0.98
10.3757,"29",NA,NA,"SUBJ","2",25,"undefined",56,12,0.01
10.3757,"32",NA,NA,"SUBJ","2",26,"undefined",56,13,0.01
10.3757,"126",NA,NA,"UNGRAM","2",27,"undefined",56,13,0.02
10.3757,"33",NA,NA,"WH","2",28,"undefined",56,13,0.47
10.3757,"31",NA,NA,"CNPC","2",29,"undefined",56,13,0.03
10.3757,"111",NA,NA,"FILL","2",30,"undefined",56,13,0.97
10.3757,"118",NA,NA,"UNGRAM","2",31,"undefined",56,14,0
10.3757,"103",NA,NA,"FILL","2",32,"undefined",56,14,0.97
10.3757,"7",NA,NA,"CNPC","2",33,"undefined",56,14,0.04
10.3757,"8",NA,NA,"SUBJ","2",34,"undefined",56,14,0.03
10.3757,"9",NA,NA,"WH","2",35,"undefined",56,14,0.02
10.3757,"20",NA,NA,"SUBJ","2",36,"undefined",56,15,0.15
10.3757,"19",NA,NA,"CNPC","2",37,"undefined",56,15,0.1
10.3757,"21",NA,NA,"WH","2",38,"undefined",56,15,0.1
10.3757,"107",NA,NA,"FILL","2",39,"undefined",56,15,0.97
10.3757,"122",NA,NA,"UNGRAM","2",40,"undefined",56,15,0.03
10.3757,"44",NA,NA,"SUBJ","2",41,"undefined",56,16,0.03
10.3757,"115",NA,NA,"FILL","2",42,"undefined",56,16,0.92
10.3757,"45",NA,NA,"WH","2",43,"undefined",56,16,0.03
10.3757,"43",NA,NA,"CNPC","2",44,"undefined",56,16,0.01
10.3757,"130",NA,NA,"UNGRAM","2",45,"undefined",56,16,0.02
10.3757,"119",NA,NA,"UNGRAM","2",46,"undefined",56,3,0.04
10.3757,"11",NA,NA,"SUBJ","2",47,"undefined",56,3,0.04
10.3757,"104",NA,NA,"FILL","2",48,"undefined",56,3,0.98
10.3757,"12",NA,NA,"WH","2",49,"undefined",56,3,0.05
10.3757,"10",NA,NA,"CNPC","2",50,"undefined",56,3,0.03
10.3757,"40",NA,NA,"CNPC","2",51,"undefined",56,4,0.03
10.3757,"42",NA,NA,"WH","2",52,"undefined",56,4,0.04
10.3757,"41",NA,NA,"SUBJ","2",53,"undefined",56,4,0.06
10.3757,"129",NA,NA,"UNGRAM","2",54,"undefined",56,4,0.04
10.3757,"114",NA,NA,"FILL","2",55,"undefined",56,4,0.9
10.3757,"5",NA,NA,"SUBJ","2",56,"undefined",56,5,0.04
10.3757,"6",NA,NA,"WH","2",57,"undefined",56,5,0.06
10.3757,"117",NA,NA,"UNGRAM","2",58,"undefined",56,5,0.04
10.3757,"102",NA,NA,"FILL","2",59,"undefined",56,5,0.84
10.3757,"4",NA,NA,"CNPC","2",60,"undefined",56,5,0.08
10.3757,"35",NA,NA,"SUBJ","2",61,"undefined",56,6,0.02
10.3757,"36",NA,NA,"WH","2",62,"undefined",56,6,0.04
10.3757,"112",NA,NA,"FILL","2",63,"undefined",56,6,0.9
10.3757,"127",NA,NA,"UNGRAM","2",64,"undefined",56,6,0.03
10.3757,"34",NA,NA,"CNPC","2",65,"undefined",56,6,0.46
10.3757,"17",NA,NA,"SUBJ","2",66,"undefined",56,7,0.11
10.3757,"16",NA,NA,"CNPC","2",67,"undefined",56,7,0.03
10.3757,"18",NA,NA,"WH","2",68,"undefined",56,7,0.02
10.3757,"106",NA,NA,"FILL","2",69,"undefined",56,7,0.98
10.3757,"121",NA,NA,"UNGRAM","2",70,"undefined",56,7,0.02
10.3757,"108",NA,NA,"FILL","2",71,"undefined",56,8,0.95
10.3757,"22",NA,NA,"CNPC","2",72,"undefined",56,8,0.06
10.3757,"24",NA,NA,"WH","2",73,"undefined",56,8,0.08
10.3757,"23",NA,NA,"SUBJ","2",74,"undefined",56,8,0.03
10.3757,"123",NA,NA,"UNGRAM","2",75,"undefined",56,8,0.01
16.3035,"30",NA,NA,"WH","2",1,"undefined",57,2,0.4
16.3035,"125",NA,NA,"UNGRAM","2",2,"undefined",57,2,0.06
16.3035,"110",NA,NA,"FILL","2",3,"undefined",57,2,0.92
16.3035,"28",NA,NA,"CNPC","2",4,"undefined",57,2,0.24
16.3035,"29",NA,NA,"SUBJ","2",5,"undefined",57,2,0.57
16.3035,"105",NA,NA,"FILL","2",6,"undefined",57,9,0.95
16.3035,"120",NA,NA,"UNGRAM","2",7,"undefined",57,9,0.05
16.3035,"13",NA,NA,"CNPC","2",8,"undefined",57,9,0.18
16.3035,"15",NA,NA,"WH","2",9,"undefined",57,9,0.65
16.3035,"14",NA,NA,"SUBJ","2",10,"undefined",57,9,0.56
16.3035,"25",NA,NA,"CNPC","2",11,"undefined",57,10,0.74
16.3035,"26",NA,NA,"SUBJ","2",12,"undefined",57,10,0.58
16.3035,"27",NA,NA,"WH","2",13,"undefined",57,10,0.69
16.3035,"109",NA,NA,"FILL","2",14,"undefined",57,10,0.94
16.3035,"124",NA,NA,"UNGRAM","2",15,"undefined",57,10,0.04
16.3035,"1",NA,NA,"CNPC","2",16,"undefined",57,11,0.4
16.3035,"3",NA,NA,"WH","2",17,"undefined",57,11,0.62
16.3035,"116",NA,NA,"UNGRAM","2",18,"undefined",57,11,0.05
16.3035,"2",NA,NA,"SUBJ","2",19,"undefined",57,11,0.67
16.3035,"101",NA,NA,"FILL","2",20,"undefined",57,11,0.95
16.3035,"42",NA,NA,"WH","2",21,"undefined",57,12,0.57
16.3035,"40",NA,NA,"CNPC","2",22,"undefined",57,12,0.61
16.3035,"114",NA,NA,"FILL","2",23,"undefined",57,12,0.68
16.3035,"129",NA,NA,"UNGRAM","2",24,"undefined",57,12,0.05
16.3035,"41",NA,NA,"SUBJ","2",25,"undefined",57,12,0.6
16.3035,"17",NA,NA,"SUBJ","2",26,"undefined",57,13,0.28
16.3035,"16",NA,NA,"CNPC","2",27,"undefined",57,13,0.26
16.3035,"18",NA,NA,"WH","2",28,"undefined",57,13,0.62
16.3035,"106",NA,NA,"FILL","2",29,"undefined",57,13,0.95
16.3035,"121",NA,NA,"UNGRAM","2",30,"undefined",57,13,0.04
16.3035,"22",NA,NA,"CNPC","2",31,"undefined",57,14,0.21
16.3035,"24",NA,NA,"WH","2",32,"undefined",57,14,0.61
16.3035,"108",NA,NA,"FILL","2",33,"undefined",57,14,0.96
16.3035,"123",NA,NA,"UNGRAM","2",34,"undefined",57,14,0.05
16.3035,"23",NA,NA,"SUBJ","2",35,"undefined",57,14,0.75
16.3035,"10",NA,NA,"CNPC","2",36,"undefined",57,15,0.32
16.3035,"119",NA,NA,"UNGRAM","2",37,"undefined",57,15,0.04
16.3035,"12",NA,NA,"WH","2",38,"undefined",57,15,0.55
16.3035,"104",NA,NA,"FILL","2",39,"undefined",57,15,0.95
16.3035,"11",NA,NA,"SUBJ","2",40,"undefined",57,15,0.64
16.3035,"118",NA,NA,"UNGRAM","2",41,"undefined",57,16,0.02
16.3035,"8",NA,NA,"SUBJ","2",42,"undefined",57,16,0.61
16.3035,"9",NA,NA,"WH","2",43,"undefined",57,16,0.62
16.3035,"7",NA,NA,"CNPC","2",44,"undefined",57,16,0.63
16.3035,"103",NA,NA,"FILL","2",45,"undefined",57,16,0.96
16.3035,"33",NA,NA,"WH","2",46,"undefined",57,3,0.57
16.3035,"126",NA,NA,"UNGRAM","2",47,"undefined",57,3,0.02
16.3035,"111",NA,NA,"FILL","2",48,"undefined",57,3,0.96
16.3035,"32",NA,NA,"SUBJ","2",49,"undefined",57,3,0.56
16.3035,"31",NA,NA,"CNPC","2",50,"undefined",57,3,0.3
16.3035,"44",NA,NA,"SUBJ","2",51,"undefined",57,4,0.57
16.3035,"43",NA,NA,"CNPC","2",52,"undefined",57,4,0.52
16.3035,"130",NA,NA,"UNGRAM","2",53,"undefined",57,4,0.05
16.3035,"45",NA,NA,"WH","2",54,"undefined",57,4,0.38
16.3035,"115",NA,NA,"FILL","2",55,"undefined",57,4,0.75
16.3035,"113",NA,NA,"FILL","2",56,"undefined",57,5,0.76
16.3035,"128",NA,NA,"UNGRAM","2",57,"undefined",57,5,0.05
16.3035,"37",NA,NA,"CNPC","2",58,"undefined",57,5,0.39
16.3035,"38",NA,NA,"SUBJ","2",59,"undefined",57,5,0.41
16.3035,"39",NA,NA,"WH","2",60,"undefined",57,5,0.84
16.3035,"117",NA,NA,"UNGRAM","2",61,"undefined",57,6,0.02
16.3035,"4",NA,NA,"CNPC","2",62,"undefined",57,6,0.38
16.3035,"6",NA,NA,"WH","2",63,"undefined",57,6,0.58
16.3035,"5",NA,NA,"SUBJ","2",64,"undefined",57,6,0.77
16.3035,"102",NA,NA,"FILL","2",65,"undefined",57,6,0.89
16.3035,"34",NA,NA,"CNPC","2",66,"undefined",57,7,0.56
16.3035,"112",NA,NA,"FILL","2",67,"undefined",57,7,0.98
16.3035,"35",NA,NA,"SUBJ","2",68,"undefined",57,7,0.68
16.3035,"36",NA,NA,"WH","2",69,"undefined",57,7,0.61
16.3035,"127",NA,NA,"UNGRAM","2",70,"undefined",57,7,0.02
16.3035,"107",NA,NA,"FILL","2",71,"undefined",57,8,0.97
16.3035,"20",NA,NA,"SUBJ","2",72,"undefined",57,8,0.73
16.3035,"21",NA,NA,"WH","2",73,"undefined",57,8,0.62
16.3035,"19",NA,NA,"CNPC","2",74,"undefined",57,8,0.29
16.3035,"122",NA,NA,"UNGRAM","2",75,"undefined",57,8,0.03
10.46205,"116",NA,NA,"UNGRAM","2",1,"undefined",58,2,0
10.46205,"1",NA,NA,"CNPC","2",2,"undefined",58,2,0.98
10.46205,"3",NA,NA,"WH","2",3,"undefined",58,2,0.66
10.46205,"101",NA,NA,"FILL","2",4,"undefined",58,2,0.91
10.46205,"2",NA,NA,"SUBJ","2",5,"undefined",58,2,0.02
10.46205,"18",NA,NA,"WH","2",6,"undefined",58,9,0.02
10.46205,"16",NA,NA,"CNPC","2",7,"undefined",58,9,0.04
10.46205,"17",NA,NA,"SUBJ","2",8,"undefined",58,9,0.69
10.46205,"106",NA,NA,"FILL","2",9,"undefined",58,9,0.99
10.46205,"121",NA,NA,"UNGRAM","2",10,"undefined",58,9,0
10.46205,"10",NA,NA,"CNPC","2",11,"undefined",58,10,0.63
10.46205,"104",NA,NA,"FILL","2",12,"undefined",58,10,0.99
10.46205,"12",NA,NA,"WH","2",13,"undefined",58,10,0.02
10.46205,"11",NA,NA,"SUBJ","2",14,"undefined",58,10,0.02
10.46205,"119",NA,NA,"UNGRAM","2",15,"undefined",58,10,0.03
10.46205,"102",NA,NA,"FILL","2",16,"undefined",58,11,1
10.46205,"6",NA,NA,"WH","2",17,"undefined",58,11,0.21
10.46205,"4",NA,NA,"CNPC","2",18,"undefined",58,11,0.02
10.46205,"117",NA,NA,"UNGRAM","2",19,"undefined",58,11,0
10.46205,"5",NA,NA,"SUBJ","2",20,"undefined",58,11,0.04
10.46205,"42",NA,NA,"WH","2",21,"undefined",58,12,0.01
10.46205,"129",NA,NA,"UNGRAM","2",22,"undefined",58,12,0.01
10.46205,"114",NA,NA,"FILL","2",23,"undefined",58,12,0.98
10.46205,"41",NA,NA,"SUBJ","2",24,"undefined",58,12,0.22
10.46205,"40",NA,NA,"CNPC","2",25,"undefined",58,12,0.48
10.46205,"125",NA,NA,"UNGRAM","2",26,"undefined",58,13,0.01
10.46205,"110",NA,NA,"FILL","2",27,"undefined",58,13,0.99
10.46205,"29",NA,NA,"SUBJ","2",28,"undefined",58,13,0.59
10.46205,"28",NA,NA,"CNPC","2",29,"undefined",58,13,0.03
10.46205,"30",NA,NA,"WH","2",30,"undefined",58,13,0.59
10.46205,"39",NA,NA,"WH","2",31,"undefined",58,14,0.84
10.46205,"37",NA,NA,"CNPC","2",32,"undefined",58,14,0.15
10.46205,"38",NA,NA,"SUBJ","2",33,"undefined",58,14,0.02
10.46205,"128",NA,NA,"UNGRAM","2",34,"undefined",58,14,0.01
10.46205,"113",NA,NA,"FILL","2",35,"undefined",58,14,0.83
10.46205,"36",NA,NA,"WH","2",36,"undefined",58,15,0.01
10.46205,"112",NA,NA,"FILL","2",37,"undefined",58,15,0.9
10.46205,"34",NA,NA,"CNPC","2",38,"undefined",58,15,0.02
10.46205,"127",NA,NA,"UNGRAM","2",39,"undefined",58,15,0.03
10.46205,"35",NA,NA,"SUBJ","2",40,"undefined",58,15,0.05
10.46205,"27",NA,NA,"WH","2",41,"undefined",58,16,0.55
10.46205,"26",NA,NA,"SUBJ","2",42,"undefined",58,16,0.02
10.46205,"109",NA,NA,"FILL","2",43,"undefined",58,16,0.99
10.46205,"124",NA,NA,"UNGRAM","2",44,"undefined",58,16,0.03
10.46205,"25",NA,NA,"CNPC","2",45,"undefined",58,16,0.99
10.46205,"108",NA,NA,"FILL","2",46,"undefined",58,3,0.99
10.46205,"22",NA,NA,"CNPC","2",47,"undefined",58,3,0.06
10.46205,"123",NA,NA,"UNGRAM","2",48,"undefined",58,3,0.01
10.46205,"24",NA,NA,"WH","2",49,"undefined",58,3,0.01
10.46205,"23",NA,NA,"SUBJ","2",50,"undefined",58,3,0.02
10.46205,"8",NA,NA,"SUBJ","2",51,"undefined",58,4,0.62
10.46205,"7",NA,NA,"CNPC","2",52,"undefined",58,4,0.3
10.46205,"118",NA,NA,"UNGRAM","2",53,"undefined",58,4,0.02
10.46205,"103",NA,NA,"FILL","2",54,"undefined",58,4,0.99
10.46205,"9",NA,NA,"WH","2",55,"undefined",58,4,0.02
10.46205,"31",NA,NA,"CNPC","2",56,"undefined",58,5,0.93
10.46205,"126",NA,NA,"UNGRAM","2",57,"undefined",58,5,0.02
10.46205,"111",NA,NA,"FILL","2",58,"undefined",58,5,0.99
10.46205,"32",NA,NA,"SUBJ","2",59,"undefined",58,5,0.5
10.46205,"33",NA,NA,"WH","2",60,"undefined",58,5,0.86
10.46205,"20",NA,NA,"SUBJ","2",61,"undefined",58,6,0.29
10.46205,"21",NA,NA,"WH","2",62,"undefined",58,6,0.33
10.46205,"19",NA,NA,"CNPC","2",63,"undefined",58,6,0.27
10.46205,"107",NA,NA,"FILL","2",64,"undefined",58,6,0.99
10.46205,"122",NA,NA,"UNGRAM","2",65,"undefined",58,6,0.01
10.46205,"44",NA,NA,"SUBJ","2",66,"undefined",58,7,0.44
10.46205,"43",NA,NA,"CNPC","2",67,"undefined",58,7,0.76
10.46205,"130",NA,NA,"UNGRAM","2",68,"undefined",58,7,0.01
10.46205,"45",NA,NA,"WH","2",69,"undefined",58,7,0.87
10.46205,"115",NA,NA,"FILL","2",70,"undefined",58,7,0.81
10.46205,"14",NA,NA,"SUBJ","2",71,"undefined",58,8,0.09
10.46205,"120",NA,NA,"UNGRAM","2",72,"undefined",58,8,0.01
10.46205,"13",NA,NA,"CNPC","2",73,"undefined",58,8,0.83
10.46205,"15",NA,NA,"WH","2",74,"undefined",58,8,0.7
10.46205,"105",NA,NA,"FILL","2",75,"undefined",58,8,0.99
12.789,"116",NA,NA,"UNGRAM","2",1,"undefined",59,2,0.06
12.789,"3",NA,NA,"WH","2",2,"undefined",59,2,0.01
12.789,"1",NA,NA,"CNPC","2",3,"undefined",59,2,0.89
12.789,"101",NA,NA,"FILL","2",4,"undefined",59,2,0.74
12.789,"2",NA,NA,"SUBJ","2",5,"undefined",59,2,0.12
12.789,"17",NA,NA,"SUBJ","2",6,"undefined",59,9,0.09
12.789,"18",NA,NA,"WH","2",7,"undefined",59,9,0.05
12.789,"106",NA,NA,"FILL","2",8,"undefined",59,9,0.65
12.789,"121",NA,NA,"UNGRAM","2",9,"undefined",59,9,0.06
12.789,"16",NA,NA,"CNPC","2",10,"undefined",59,9,0.9
12.789,"42",NA,NA,"WH","2",11,"undefined",59,10,0.63
12.789,"40",NA,NA,"CNPC","2",12,"undefined",59,10,0.09
12.789,"129",NA,NA,"UNGRAM","2",13,"undefined",59,10,0.08
12.789,"41",NA,NA,"SUBJ","2",14,"undefined",59,10,0.86
12.789,"114",NA,NA,"FILL","2",15,"undefined",59,10,0.93
12.789,"125",NA,NA,"UNGRAM","2",16,"undefined",59,11,0.76
12.789,"110",NA,NA,"FILL","2",17,"undefined",59,11,0.88
12.789,"30",NA,NA,"WH","2",18,"undefined",59,11,0.13
12.789,"29",NA,NA,"SUBJ","2",19,"undefined",59,11,0.11
12.789,"28",NA,NA,"CNPC","2",20,"undefined",59,11,0.92
12.789,"38",NA,NA,"SUBJ","2",21,"undefined",59,12,0.06
12.789,"128",NA,NA,"UNGRAM","2",22,"undefined",59,12,0.03
12.789,"37",NA,NA,"CNPC","2",23,"undefined",59,12,0.06
12.789,"39",NA,NA,"WH","2",24,"undefined",59,12,0.92
12.789,"113",NA,NA,"FILL","2",25,"undefined",59,12,0.75
12.789,"20",NA,NA,"SUBJ","2",26,"undefined",59,13,0.7
12.789,"122",NA,NA,"UNGRAM","2",27,"undefined",59,13,0.15
12.789,"21",NA,NA,"WH","2",28,"undefined",59,13,0.14
12.789,"19",NA,NA,"CNPC","2",29,"undefined",59,13,0.8
12.789,"107",NA,NA,"FILL","2",30,"undefined",59,13,0.9
12.789,"33",NA,NA,"WH","2",31,"undefined",59,14,0.25
12.789,"31",NA,NA,"CNPC","2",32,"undefined",59,14,0.23
12.789,"126",NA,NA,"UNGRAM","2",33,"undefined",59,14,0.08
12.789,"111",NA,NA,"FILL","2",34,"undefined",59,14,0.9
12.789,"32",NA,NA,"SUBJ","2",35,"undefined",59,14,0.71
12.789,"103",NA,NA,"FILL","2",36,"undefined",59,15,0.73
12.789,"7",NA,NA,"CNPC","2",37,"undefined",59,15,0.73
12.789,"118",NA,NA,"UNGRAM","2",38,"undefined",59,15,0.81
12.789,"9",NA,NA,"WH","2",39,"undefined",59,15,0.61
12.789,"8",NA,NA,"SUBJ","2",40,"undefined",59,15,0.07
12.789,"4",NA,NA,"CNPC","2",41,"undefined",59,16,0.98
12.789,"5",NA,NA,"SUBJ","2",42,"undefined",59,16,0.98
12.789,"102",NA,NA,"FILL","2",43,"undefined",59,16,0.96
12.789,"117",NA,NA,"UNGRAM","2",44,"undefined",59,16,0.04
12.789,"6",NA,NA,"WH","2",45,"undefined",59,16,0.08
12.789,"108",NA,NA,"FILL","2",46,"undefined",59,3,0.83
12.789,"24",NA,NA,"WH","2",47,"undefined",59,3,0.06
12.789,"22",NA,NA,"CNPC","2",48,"undefined",59,3,0.99
12.789,"23",NA,NA,"SUBJ","2",49,"undefined",59,3,0.92
12.789,"123",NA,NA,"UNGRAM","2",50,"undefined",59,3,0.57
12.789,"105",NA,NA,"FILL","2",51,"undefined",59,4,0.96
12.789,"14",NA,NA,"SUBJ","2",52,"undefined",59,4,0.89
12.789,"120",NA,NA,"UNGRAM","2",53,"undefined",59,4,0.82
12.789,"15",NA,NA,"WH","2",54,"undefined",59,4,0.77
12.789,"13",NA,NA,"CNPC","2",55,"undefined",59,4,0.87
12.789,"104",NA,NA,"FILL","2",56,"undefined",59,5,0.98
12.789,"12",NA,NA,"WH","2",57,"undefined",59,5,0.81
12.789,"11",NA,NA,"SUBJ","2",58,"undefined",59,5,0.79
12.789,"119",NA,NA,"UNGRAM","2",59,"undefined",59,5,0.86
12.789,"10",NA,NA,"CNPC","2",60,"undefined",59,5,0.86
12.789,"26",NA,NA,"SUBJ","2",61,"undefined",59,6,0.06
12.789,"124",NA,NA,"UNGRAM","2",62,"undefined",59,6,0.04
12.789,"109",NA,NA,"FILL","2",63,"undefined",59,6,0.85
12.789,"27",NA,NA,"WH","2",64,"undefined",59,6,0.9
12.789,"25",NA,NA,"CNPC","2",65,"undefined",59,6,0.87
12.789,"43",NA,NA,"CNPC","2",66,"undefined",59,7,0.05
12.789,"115",NA,NA,"FILL","2",67,"undefined",59,7,0.91
12.789,"45",NA,NA,"WH","2",68,"undefined",59,7,0.9
12.789,"44",NA,NA,"SUBJ","2",69,"undefined",59,7,0.89
12.789,"130",NA,NA,"UNGRAM","2",70,"undefined",59,7,0.03
12.789,"35",NA,NA,"SUBJ","2",71,"undefined",59,8,0.05
12.789,"112",NA,NA,"FILL","2",72,"undefined",59,8,0.91
12.789,"36",NA,NA,"WH","2",73,"undefined",59,8,0.04
12.789,"34",NA,NA,"CNPC","2",74,"undefined",59,8,0.04
12.789,"127",NA,NA,"UNGRAM","2",75,"undefined",59,8,0.05
12.28123333,"21",NA,NA,"WH","2",1,"undefined",60,2,0.73
12.28123333,"19",NA,NA,"CNPC","2",2,"undefined",60,2,0.18
12.28123333,"122",NA,NA,"UNGRAM","2",3,"undefined",60,2,0.03
12.28123333,"107",NA,NA,"FILL","2",4,"undefined",60,2,0.93
12.28123333,"20",NA,NA,"SUBJ","2",5,"undefined",60,2,0.38
12.28123333,"124",NA,NA,"UNGRAM","2",6,"undefined",60,9,0
12.28123333,"27",NA,NA,"WH","2",7,"undefined",60,9,0.6
12.28123333,"25",NA,NA,"CNPC","2",8,"undefined",60,9,0.36
12.28123333,"109",NA,NA,"FILL","2",9,"undefined",60,9,0.96
12.28123333,"26",NA,NA,"SUBJ","2",10,"undefined",60,9,0.27
12.28123333,"35",NA,NA,"SUBJ","2",11,"undefined",60,10,0.2
12.28123333,"127",NA,NA,"UNGRAM","2",12,"undefined",60,10,0.01
12.28123333,"112",NA,NA,"FILL","2",13,"undefined",60,10,0.65
12.28123333,"36",NA,NA,"WH","2",14,"undefined",60,10,0.13
12.28123333,"34",NA,NA,"CNPC","2",15,"undefined",60,10,0.69
12.28123333,"4",NA,NA,"CNPC","2",16,"undefined",60,11,0.29
12.28123333,"6",NA,NA,"WH","2",17,"undefined",60,11,0.61
12.28123333,"5",NA,NA,"SUBJ","2",18,"undefined",60,11,0.59
12.28123333,"117",NA,NA,"UNGRAM","2",19,"undefined",60,11,0.13
12.28123333,"102",NA,NA,"FILL","2",20,"undefined",60,11,0.81
12.28123333,"14",NA,NA,"SUBJ","2",21,"undefined",60,12,0.51
12.28123333,"105",NA,NA,"FILL","2",22,"undefined",60,12,0.92
12.28123333,"15",NA,NA,"WH","2",23,"undefined",60,12,0.58
12.28123333,"120",NA,NA,"UNGRAM","2",24,"undefined",60,12,0.03
12.28123333,"13",NA,NA,"CNPC","2",25,"undefined",60,12,0.62
12.28123333,"45",NA,NA,"WH","2",26,"undefined",60,13,0.72
12.28123333,"130",NA,NA,"UNGRAM","2",27,"undefined",60,13,0
12.28123333,"44",NA,NA,"SUBJ","2",28,"undefined",60,13,0.17
12.28123333,"115",NA,NA,"FILL","2",29,"undefined",60,13,0.64
12.28123333,"43",NA,NA,"CNPC","2",30,"undefined",60,13,0.66
12.28123333,"101",NA,NA,"FILL","2",31,"undefined",60,14,0.86
12.28123333,"2",NA,NA,"SUBJ","2",32,"undefined",60,14,0.66
12.28123333,"116",NA,NA,"UNGRAM","2",33,"undefined",60,14,0.07
12.28123333,"3",NA,NA,"WH","2",34,"undefined",60,14,0.66
12.28123333,"1",NA,NA,"CNPC","2",35,"undefined",60,14,0.4
12.28123333,"40",NA,NA,"CNPC","2",36,"undefined",60,15,0.65
12.28123333,"129",NA,NA,"UNGRAM","2",37,"undefined",60,15,0.08
12.28123333,"41",NA,NA,"SUBJ","2",38,"undefined",60,15,0.55
12.28123333,"114",NA,NA,"FILL","2",39,"undefined",60,15,0.74
12.28123333,"42",NA,NA,"WH","2",40,"undefined",60,15,0.7
12.28123333,"106",NA,NA,"FILL","2",41,"undefined",60,16,0.7
12.28123333,"18",NA,NA,"WH","2",42,"undefined",60,16,0.58
12.28123333,"16",NA,NA,"CNPC","2",43,"undefined",60,16,0.35
12.28123333,"17",NA,NA,"SUBJ","2",44,"undefined",60,16,0.35
12.28123333,"121",NA,NA,"UNGRAM","2",45,"undefined",60,16,0.03
12.28123333,"29",NA,NA,"SUBJ","2",46,"undefined",60,3,0.05
12.28123333,"28",NA,NA,"CNPC","2",47,"undefined",60,3,0.62
12.28123333,"110",NA,NA,"FILL","2",48,"undefined",60,3,0.95
12.28123333,"125",NA,NA,"UNGRAM","2",49,"undefined",60,3,0.06
12.28123333,"30",NA,NA,"WH","2",50,"undefined",60,3,0.16
12.28123333,"9",NA,NA,"WH","2",51,"undefined",60,4,0.11
12.28123333,"118",NA,NA,"UNGRAM","2",52,"undefined",60,4,0.06
12.28123333,"103",NA,NA,"FILL","2",53,"undefined",60,4,0.89
12.28123333,"8",NA,NA,"SUBJ","2",54,"undefined",60,4,0.17
12.28123333,"7",NA,NA,"CNPC","2",55,"undefined",60,4,0.82
12.28123333,"22",NA,NA,"CNPC","2",56,"undefined",60,5,0.11
12.28123333,"123",NA,NA,"UNGRAM","2",57,"undefined",60,5,0
12.28123333,"23",NA,NA,"SUBJ","2",58,"undefined",60,5,0.38
12.28123333,"108",NA,NA,"FILL","2",59,"undefined",60,5,0.77
12.28123333,"24",NA,NA,"WH","2",60,"undefined",60,5,0.24
12.28123333,"113",NA,NA,"FILL","2",61,"undefined",60,6,0.79
12.28123333,"38",NA,NA,"SUBJ","2",62,"undefined",60,6,0.18
12.28123333,"128",NA,NA,"UNGRAM","2",63,"undefined",60,6,0.07
12.28123333,"39",NA,NA,"WH","2",64,"undefined",60,6,0.58
12.28123333,"37",NA,NA,"CNPC","2",65,"undefined",60,6,0.24
12.28123333,"31",NA,NA,"CNPC","2",66,"undefined",60,7,0.57
12.28123333,"32",NA,NA,"SUBJ","2",67,"undefined",60,7,0.25
12.28123333,"111",NA,NA,"FILL","2",68,"undefined",60,7,0.76
12.28123333,"33",NA,NA,"WH","2",69,"undefined",60,7,0.58
12.28123333,"126",NA,NA,"UNGRAM","2",70,"undefined",60,7,0.11
12.28123333,"119",NA,NA,"UNGRAM","2",71,"undefined",60,8,0.07
12.28123333,"12",NA,NA,"WH","2",72,"undefined",60,8,0.79
12.28123333,"10",NA,NA,"CNPC","2",73,"undefined",60,8,0.71
12.28123333,"11",NA,NA,"SUBJ","2",74,"undefined",60,8,0.51
12.28123333,"104",NA,NA,"FILL","2",75,"undefined",60,8,0.86
16.17831667,"11",NA,NA,"SUBJ","2",1,"undefined",61,2,0.26
16.17831667,"10",NA,NA,"CNPC","2",2,"undefined",61,2,0.38
16.17831667,"119",NA,NA,"UNGRAM","2",3,"undefined",61,2,0.01
16.17831667,"104",NA,NA,"FILL","2",4,"undefined",61,2,0.84
16.17831667,"12",NA,NA,"WH","2",5,"undefined",61,2,0.49
16.17831667,"16",NA,NA,"CNPC","2",6,"undefined",61,9,0.47
16.17831667,"106",NA,NA,"FILL","2",7,"undefined",61,9,0.99
16.17831667,"121",NA,NA,"UNGRAM","2",8,"undefined",61,9,0.02
16.17831667,"18",NA,NA,"WH","2",9,"undefined",61,9,0.28
16.17831667,"17",NA,NA,"SUBJ","2",10,"undefined",61,9,0.37
16.17831667,"114",NA,NA,"FILL","2",11,"undefined",61,10,0.76
16.17831667,"40",NA,NA,"CNPC","2",12,"undefined",61,10,0.16
16.17831667,"129",NA,NA,"UNGRAM","2",13,"undefined",61,10,0
16.17831667,"41",NA,NA,"SUBJ","2",14,"undefined",61,10,0.67
16.17831667,"42",NA,NA,"WH","2",15,"undefined",61,10,0.21
16.17831667,"3",NA,NA,"WH","2",16,"undefined",61,11,0.86
16.17831667,"101",NA,NA,"FILL","2",17,"undefined",61,11,0.98
16.17831667,"1",NA,NA,"CNPC","2",18,"undefined",61,11,0.08
16.17831667,"2",NA,NA,"SUBJ","2",19,"undefined",61,11,0.16
16.17831667,"116",NA,NA,"UNGRAM","2",20,"undefined",61,11,0
16.17831667,"22",NA,NA,"CNPC","2",21,"undefined",61,12,0.19
