Answer.time_in_minutes,block_sequence,workerid,response,trial_sequence_total,Answer.condition,condition,first_response_value,wrong_attempts,list_number,item_number 
24.449033333333333,11,73,0.45,69,undefined,CNPC,,,1,31
24.449033333333333,11,73,0.61,70,undefined,FILL,,,1,111
24.449033333333333,11,73,0.47,71,undefined,SUBJ,,,1,32
24.449033333333333,11,73,0.61,72,undefined,FILL,,,1,141
24.449033333333333,12,73,0.39,73,undefined,CNPC,,,1,7
24.449033333333333,12,73,0.62,74,undefined,FILL,,,1,118
24.449033333333333,12,73,0.54,75,undefined,FILL,,,1,103
24.449033333333333,12,73,0.43,76,undefined,FILL,,,1,133
24.449033333333333,12,73,0.64,77,undefined,WH,,,1,9
24.449033333333333,12,73,0.37,78,undefined,SUBJ,,,1,8
24.449033333333333,12,73,0.56,79,undefined,UNGRAM,,,99,993
24.449033333333333,12,73,0.42,80,undefined,FILL,,,99,993
24.449033333333333,13,73,0.57,81,undefined,WH,,,1,45
24.449033333333333,13,73,0.4,82,undefined,FILL,,,1,115
24.449033333333333,13,73,0.55,83,undefined,FILL,,,1,130
24.449033333333333,13,73,0.64,84,undefined,CNPC,,,1,43
24.449033333333333,13,73,0.39,85,undefined,FILL,,,1,145
24.449033333333333,13,73,0.61,86,undefined,SUBJ,,,1,44
24.449033333333333,14,73,0.42,87,undefined,FILL,,,1,114
24.449033333333333,14,73,0.57,88,undefined,CNPC,,,1,40
24.449033333333333,14,73,0.41,89,undefined,FILL,,,1,144
24.449033333333333,14,73,0.47,90,undefined,FILL,,,1,129
24.449033333333333,14,73,0.39,91,undefined,WH,,,1,42
24.449033333333333,14,73,0.43,92,undefined,SUBJ,,,1,41
24.449033333333333,15,73,0.32,93,undefined,FILL,,,1,135
24.449033333333333,15,73,0.37,94,undefined,WH,,,1,15
24.449033333333333,15,73,0.49,95,undefined,SUBJ,,,1,14
24.449033333333333,15,73,0.41,96,undefined,FILL,,,1,120
24.449033333333333,15,73,0.46,97,undefined,FILL,,,1,105
24.449033333333333,15,73,0.34,98,undefined,CNPC,,,1,13
31.072233333333333,practice,74,0.97,0,undefined,practice_good,,0,practice,practice_good
31.072233333333333,practice,74,0.07,0,undefined,practice_bad,,0,practice,practice_bad
31.072233333333333,1,74,0.94,1,undefined,FILL,,,1,123
31.072233333333333,1,74,0.28,2,undefined,CNPC,,,1,22
31.072233333333333,1,74,0.75,3,undefined,SUBJ,,,1,23
31.072233333333333,1,74,0.86,4,undefined,FILL,,,1,108
31.072233333333333,1,74,0.53,5,undefined,WH,,,1,24
31.072233333333333,1,74,0.93,6,undefined,FILL,,,1,138
31.072233333333333,2,74,0.43,7,undefined,SUBJ,,,1,26
31.072233333333333,2,74,0.83,8,undefined,FILL,,,1,124
31.072233333333333,2,74,0.6,9,undefined,WH,,,1,27
31.072233333333333,2,74,0.32,10,undefined,CNPC,,,1,25
31.072233333333333,2,74,0.72,11,undefined,FILL,,,1,109
31.072233333333333,2,74,0.79,12,undefined,FILL,,,1,139
31.072233333333333,3,74,0.17,13,undefined,WH,,,1,30
31.072233333333333,3,74,0.86,14,undefined,FILL,,,1,125
31.072233333333333,3,74,0.88,15,undefined,FILL,,,1,110
31.072233333333333,3,74,0.23,16,undefined,SUBJ,,,1,29
31.072233333333333,3,74,0.82,17,undefined,FILL,,,1,140
31.072233333333333,3,74,0.06,18,undefined,CNPC,,,1,28
31.072233333333333,4,74,0.9,19,undefined,FILL,,,1,131
31.072233333333333,4,74,0.99,20,undefined,FILL,,,1,116
31.072233333333333,4,74,0.46,21,undefined,SUBJ,,,1,2
31.072233333333333,4,74,0.17,22,undefined,CNPC,,,1,1
31.072233333333333,4,74,0.97,23,undefined,FILL,,,1,101
31.072233333333333,4,74,0.62,24,undefined,WH,,,1,3
31.072233333333333,4,74,0,25,undefined,UNGRAM,,,99,991
31.072233333333333,4,74,1,26,undefined,FILL,,,99,991
31.072233333333333,5,74,0.31,27,undefined,SUBJ,,,1,35
31.072233333333333,5,74,0.46,28,undefined,WH,,,1,36
31.072233333333333,5,74,0.14,29,undefined,CNPC,,,1,34
31.072233333333333,5,74,0.24,30,undefined,FILL,,,1,112
31.072233333333333,5,74,0.88,31,undefined,FILL,,,1,142
31.072233333333333,5,74,0.98,32,undefined,FILL,,,1,127
31.072233333333333,6,74,0.6,33,undefined,WH,,,1,15
31.072233333333333,6,74,0.13,34,undefined,CNPC,,,1,13
31.072233333333333,6,74,0.99,35,undefined,FILL,,,1,120
31.072233333333333,6,74,0.46,36,undefined,FILL,,,1,105
31.072233333333333,6,74,0.38,37,undefined,SUBJ,,,1,14
31.072233333333333,6,74,0.98,38,undefined,FILL,,,1,135
31.072233333333333,7,74,0,39,undefined,WH,,,1,9
31.072233333333333,7,74,0.99,40,undefined,FILL,,,1,118
31.072233333333333,7,74,0.92,41,undefined,FILL,,,1,133
31.072233333333333,7,74,0.27,42,undefined,SUBJ,,,1,8
31.072233333333333,7,74,0.82,43,undefined,FILL,,,1,103
31.072233333333333,7,74,0.27,44,undefined,CNPC,,,1,7
31.072233333333333,7,74,0,45,undefined,UNGRAM,,,99,993
31.072233333333333,7,74,0.91,46,undefined,FILL,,,99,993
31.072233333333333,8,74,0.34,47,undefined,CNPC,,,1,4
31.072233333333333,8,74,0.61,48,undefined,WH,,,1,6
31.072233333333333,8,74,0.43,49,undefined,SUBJ,,,1,5
31.072233333333333,8,74,0.93,50,undefined,FILL,,,1,132
31.072233333333333,8,74,0.98,51,undefined,FILL,,,1,117
31.072233333333333,8,74,0.9,52,undefined,FILL,,,1,102
31.072233333333333,8,74,0.01,53,undefined,UNGRAM,,,99,992
31.072233333333333,8,74,1,54,undefined,FILL,,,99,992
31.072233333333333,9,74,0.39,55,undefined,CNPC,,,1,31
31.072233333333333,9,74,0.85,56,undefined,FILL,,,1,111
31.072233333333333,9,74,0.91,57,undefined,FILL,,,1,126
31.072233333333333,9,74,0.44,58,undefined,SUBJ,,,1,32
31.072233333333333,9,74,0.96,59,undefined,FILL,,,1,141
31.072233333333333,9,74,0.5,60,undefined,WH,,,1,33
31.072233333333333,10,74,0.3,61,undefined,CNPC,,,1,37
31.072233333333333,10,74,0.96,62,undefined,FILL,,,1,128
31.072233333333333,10,74,0.63,63,undefined,FILL,,,1,113
31.072233333333333,10,74,0.95,64,undefined,FILL,,,1,143
31.072233333333333,10,74,0.22,65,undefined,WH,,,1,39
31.072233333333333,10,74,0.08,66,undefined,SUBJ,,,1,38
31.072233333333333,11,74,0.68,67,undefined,FILL,,,1,106
31.072233333333333,11,74,0.99,68,undefined,FILL,,,1,121
31.072233333333333,11,74,0.2,69,undefined,SUBJ,,,1,17
31.072233333333333,11,74,0.4,70,undefined,WH,,,1,18
31.072233333333333,11,74,0.93,71,undefined,FILL,,,1,136
31.072233333333333,11,74,0.46,72,undefined,CNPC,,,1,16
31.072233333333333,12,74,0.94,73,undefined,FILL,,,1,145
31.072233333333333,12,74,0.46,74,undefined,WH,,,1,45
31.072233333333333,12,74,0.27,75,undefined,CNPC,,,1,43
31.072233333333333,12,74,0.94,76,undefined,FILL,,,1,130
31.072233333333333,12,74,0.45,77,undefined,FILL,,,1,115
31.072233333333333,12,74,0.36,78,undefined,SUBJ,,,1,44
31.072233333333333,13,74,0.91,79,undefined,FILL,,,1,107
31.072233333333333,13,74,0.48,80,undefined,SUBJ,,,1,20
31.072233333333333,13,74,0.17,81,undefined,CNPC,,,1,19
31.072233333333333,13,74,0.96,82,undefined,FILL,,,1,137
31.072233333333333,13,74,0.62,83,undefined,WH,,,1,21
31.072233333333333,13,74,0.94,84,undefined,FILL,,,1,122
31.072233333333333,14,74,0.95,85,undefined,FILL,,,1,134
31.072233333333333,14,74,0.94,86,undefined,FILL,,,1,119
31.072233333333333,14,74,0.82,87,undefined,FILL,,,1,104
31.072233333333333,14,74,0.52,88,undefined,WH,,,1,12
31.072233333333333,14,74,0.55,89,undefined,SUBJ,,,1,11
31.072233333333333,14,74,0.24,90,undefined,CNPC,,,1,10
31.072233333333333,14,74,0.01,91,undefined,UNGRAM,,,99,994
31.072233333333333,14,74,0.95,92,undefined,FILL,,,99,994
31.072233333333333,15,74,0.35,93,undefined,WH,,,1,42
31.072233333333333,15,74,0.95,94,undefined,FILL,,,1,129
31.072233333333333,15,74,0.96,95,undefined,FILL,,,1,144
31.072233333333333,15,74,0.36,96,undefined,FILL,,,1,114
31.072233333333333,15,74,0.56,97,undefined,CNPC,,,1,40
31.072233333333333,15,74,0.2,98,undefined,SUBJ,,,1,41
36.90123333333333,practice,75,0.95,0,undefined,practice_good,,0,practice,practice_good
36.90123333333333,practice,75,0.05,0,undefined,practice_bad,,0,practice,practice_bad
36.90123333333333,1,75,0.26,1,undefined,CNPC,,,1,34
36.90123333333333,1,75,0.88,2,undefined,FILL,,,1,112
36.90123333333333,1,75,0.94,3,undefined,FILL,,,1,127
36.90123333333333,1,75,0.14,4,undefined,SUBJ,,,1,35
36.90123333333333,1,75,0.75,5,undefined,WH,,,1,36
36.90123333333333,1,75,1,6,undefined,FILL,,,1,142
36.90123333333333,2,75,0.24,7,undefined,CNPC,,,1,28
36.90123333333333,2,75,0.98,8,undefined,FILL,,,1,140
36.90123333333333,2,75,1,9,undefined,FILL,,,1,110
36.90123333333333,2,75,0.02,10,undefined,SUBJ,,,1,29
36.90123333333333,2,75,0.84,11,undefined,FILL,,,1,125
36.90123333333333,2,75,0.8,12,undefined,WH,,,1,30
36.90123333333333,3,75,1,13,undefined,FILL,,,1,133
36.90123333333333,3,75,0.35,14,undefined,SUBJ,,,1,8
36.90123333333333,3,75,0.18,15,undefined,WH,,,1,9
36.90123333333333,3,75,1,16,undefined,FILL,,,1,118
36.90123333333333,3,75,0.24,17,undefined,CNPC,,,1,7
36.90123333333333,3,75,0.89,18,undefined,FILL,,,1,103
36.90123333333333,3,75,0,19,undefined,UNGRAM,,,99,993
36.90123333333333,3,75,0.69,20,undefined,FILL,,,99,993
36.90123333333333,4,75,0.89,21,undefined,FILL,,,1,120
36.90123333333333,4,75,0.4,22,undefined,SUBJ,,,1,14
36.90123333333333,4,75,1,23,undefined,FILL,,,1,135
36.90123333333333,4,75,1,24,undefined,FILL,,,1,105
36.90123333333333,4,75,0.31,25,undefined,CNPC,,,1,13
36.90123333333333,4,75,0.66,26,undefined,WH,,,1,15
36.90123333333333,5,75,0.37,27,undefined,CNPC,,,1,43
36.90123333333333,5,75,1,28,undefined,SUBJ,,,1,44
36.90123333333333,5,75,0.92,29,undefined,FILL,,,1,115
36.90123333333333,5,75,1,30,undefined,WH,,,1,45
36.90123333333333,5,75,0.98,31,undefined,FILL,,,1,145
36.90123333333333,5,75,1,32,undefined,FILL,,,1,130
36.90123333333333,6,75,1,33,undefined,FILL,,,1,126
36.90123333333333,6,75,0.8,34,undefined,FILL,,,1,111
36.90123333333333,6,75,0.98,35,undefined,FILL,,,1,141
36.90123333333333,6,75,0.9,36,undefined,WH,,,1,33
36.90123333333333,6,75,0.9,37,undefined,CNPC,,,1,31
36.90123333333333,6,75,0.93,38,undefined,SUBJ,,,1,32
36.90123333333333,7,75,0.78,39,undefined,SUBJ,,,1,23
36.90123333333333,7,75,1,40,undefined,FILL,,,1,123
36.90123333333333,7,75,0.98,41,undefined,FILL,,,1,108
36.90123333333333,7,75,1,42,undefined,FILL,,,1,138
36.90123333333333,7,75,0.11,43,undefined,CNPC,,,1,22
36.90123333333333,7,75,0.22,44,undefined,WH,,,1,24
36.90123333333333,8,75,1,45,undefined,FILL,,,1,104
36.90123333333333,8,75,1,46,undefined,FILL,,,1,134
36.90123333333333,8,75,1,47,undefined,FILL,,,1,119
36.90123333333333,8,75,0.31,48,undefined,SUBJ,,,1,11
36.90123333333333,8,75,0.86,49,undefined,WH,,,1,12
36.90123333333333,8,75,0.17,50,undefined,CNPC,,,1,10
36.90123333333333,8,75,0,51,undefined,UNGRAM,,,99,994
36.90123333333333,8,75,1,52,undefined,FILL,,,99,994
36.90123333333333,9,75,0.24,53,undefined,SUBJ,,,1,2
36.90123333333333,9,75,1,54,undefined,FILL,,,1,116
36.90123333333333,9,75,0.98,55,undefined,FILL,,,1,131
36.90123333333333,9,75,0.81,56,undefined,WH,,,1,3
36.90123333333333,9,75,0.26,57,undefined,CNPC,,,1,1
36.90123333333333,9,75,0.98,58,undefined,FILL,,,1,101
36.90123333333333,9,75,0,59,undefined,UNGRAM,,,99,991
36.90123333333333,9,75,1,60,undefined,FILL,,,99,991
36.90123333333333,10,75,0.43,61,undefined,SUBJ,,,1,17
36.90123333333333,10,75,0.34,62,undefined,CNPC,,,1,16
36.90123333333333,10,75,1,63,undefined,FILL,,,1,136
36.90123333333333,10,75,0.94,64,undefined,FILL,,,1,121
36.90123333333333,10,75,0.59,65,undefined,WH,,,1,18
36.90123333333333,10,75,1,66,undefined,FILL,,,1,106
36.90123333333333,11,75,0.6,67,undefined,SUBJ,,,1,26
36.90123333333333,11,75,1,68,undefined,FILL,,,1,139
36.90123333333333,11,75,1,69,undefined,FILL,,,1,109
36.90123333333333,11,75,0.86,70,undefined,CNPC,,,1,25
36.90123333333333,11,75,0.19,71,undefined,WH,,,1,27
36.90123333333333,11,75,1,72,undefined,FILL,,,1,124
36.90123333333333,12,75,1,73,undefined,FILL,,,1,117
36.90123333333333,12,75,0.68,74,undefined,CNPC,,,1,4
36.90123333333333,12,75,0.96,75,undefined,FILL,,,1,132
36.90123333333333,12,75,0.55,76,undefined,WH,,,1,6
36.90123333333333,12,75,0.28,77,undefined,SUBJ,,,1,5
36.90123333333333,12,75,1,78,undefined,FILL,,,1,102
36.90123333333333,12,75,0,79,undefined,UNGRAM,,,99,992
36.90123333333333,12,75,1,80,undefined,FILL,,,99,992
36.90123333333333,13,75,0.81,81,undefined,WH,,,1,21
36.90123333333333,13,75,0.97,82,undefined,FILL,,,1,107
36.90123333333333,13,75,0.78,83,undefined,CNPC,,,1,19
36.90123333333333,13,75,1,84,undefined,FILL,,,1,122
36.90123333333333,13,75,1,85,undefined,FILL,,,1,137
36.90123333333333,13,75,0.02,86,undefined,SUBJ,,,1,20
36.90123333333333,14,75,1,87,undefined,FILL,,,1,143
36.90123333333333,14,75,1,88,undefined,FILL,,,1,128
36.90123333333333,14,75,0.32,89,undefined,CNPC,,,1,37
36.90123333333333,14,75,0.7,90,undefined,SUBJ,,,1,38
36.90123333333333,14,75,0.96,91,undefined,WH,,,1,39
36.90123333333333,14,75,0.84,92,undefined,FILL,,,1,113
36.90123333333333,15,75,1,93,undefined,FILL,,,1,114
36.90123333333333,15,75,0.22,94,undefined,SUBJ,,,1,41
36.90123333333333,15,75,0.98,95,undefined,FILL,,,1,129
36.90123333333333,15,75,0.81,96,undefined,WH,,,1,42
36.90123333333333,15,75,0.93,97,undefined,FILL,,,1,144
36.90123333333333,15,75,0.24,98,undefined,CNPC,,,1,40
20.1852,practice,76,0.97,0,undefined,practice_good,,0,practice,practice_good
20.1852,practice,76,0.11,0,undefined,practice_bad,,0,practice,practice_bad
20.1852,1,76,0.73,1,undefined,FILL,,,1,105
20.1852,1,76,0.36,2,undefined,SUBJ,,,1,14
20.1852,1,76,0.23,3,undefined,CNPC,,,1,13
20.1852,1,76,0.98,4,undefined,FILL,,,1,135
20.1852,1,76,0.93,5,undefined,FILL,,,1,120
20.1852,1,76,0.45,6,undefined,WH,,,1,15
20.1852,2,76,0.96,7,undefined,FILL,,,1,145
20.1852,2,76,0.73,8,undefined,WH,,,1,45
20.1852,2,76,0.93,9,undefined,FILL,,,1,130
20.1852,2,76,0.74,10,undefined,FILL,,,1,115
20.1852,2,76,0.51,11,undefined,CNPC,,,1,43
20.1852,2,76,0.46,12,undefined,SUBJ,,,1,44
20.1852,3,76,0.66,13,undefined,WH,,,1,3
20.1852,3,76,0.91,14,undefined,FILL,,,1,101
20.1852,3,76,0.38,15,undefined,SUBJ,,,1,2
20.1852,3,76,0.4,16,undefined,CNPC,,,1,1
20.1852,3,76,0.9,17,undefined,FILL,,,1,131
20.1852,3,76,0.98,18,undefined,FILL,,,1,116
20.1852,3,76,0.04,19,undefined,UNGRAM,,,99,991
20.1852,3,76,0.7,20,undefined,FILL,,,99,991
20.1852,4,76,0.32,21,undefined,WH,,,1,12
20.1852,4,76,0.81,22,undefined,FILL,,,1,119
20.1852,4,76,0.86,23,undefined,FILL,,,1,104
20.1852,4,76,0.31,24,undefined,CNPC,,,1,10
20.1852,4,76,0.79,25,undefined,FILL,,,1,134
20.1852,4,76,0.41,26,undefined,SUBJ,,,1,11
20.1852,4,76,0.04,27,undefined,UNGRAM,,,99,994
20.1852,4,76,0.95,28,undefined,FILL,,,99,994
20.1852,5,76,0.44,29,undefined,CNPC,,,1,25
20.1852,5,76,0.91,30,undefined,FILL,,,1,139
20.1852,5,76,0.75,31,undefined,FILL,,,1,109
20.1852,5,76,0.88,32,undefined,FILL,,,1,124
20.1852,5,76,0.43,33,undefined,SUBJ,,,1,26
20.1852,5,76,0.44,34,undefined,WH,,,1,27
20.1852,6,76,0.88,35,undefined,FILL,,,1,102
20.1852,6,76,0.37,36,undefined,CNPC,,,1,4
20.1852,6,76,0.53,37,undefined,WH,,,1,6
20.1852,6,76,0.95,38,undefined,FILL,,,1,117
20.1852,6,76,0.95,39,undefined,FILL,,,1,132
20.1852,6,76,0.61,40,undefined,SUBJ,,,1,5
20.1852,6,76,0.02,41,undefined,UNGRAM,,,99,992
20.1852,6,76,0.95,42,undefined,FILL,,,99,992
20.1852,7,76,0.85,43,undefined,FILL,,,1,127
20.1852,7,76,0.39,44,undefined,FILL,,,1,112
20.1852,7,76,0.34,45,undefined,WH,,,1,36
20.1852,7,76,0.61,46,undefined,CNPC,,,1,34
20.1852,7,76,0.88,47,undefined,FILL,,,1,142
20.1852,7,76,0.33,48,undefined,SUBJ,,,1,35
20.1852,8,76,0.51,49,undefined,CNPC,,,1,16
20.1852,8,76,0.78,50,undefined,FILL,,,1,106
20.1852,8,76,0.54,51,undefined,WH,,,1,18
20.1852,8,76,0.93,52,undefined,FILL,,,1,136
20.1852,8,76,0.9,53,undefined,FILL,,,1,121
20.1852,8,76,0.63,54,undefined,SUBJ,,,1,17
20.1852,9,76,0.35,55,undefined,SUBJ,,,1,20
20.1852,9,76,0.38,56,undefined,CNPC,,,1,19
20.1852,9,76,0.94,57,undefined,FILL,,,1,122
20.1852,9,76,0.95,58,undefined,FILL,,,1,137
20.1852,9,76,0.9,59,undefined,FILL,,,1,107
20.1852,9,76,0.73,60,undefined,WH,,,1,21
20.1852,10,76,0.97,61,undefined,FILL,,,1,141
20.1852,10,76,0.75,62,undefined,CNPC,,,1,31
20.1852,10,76,0.67,63,undefined,WH,,,1,33
20.1852,10,76,0.27,64,undefined,SUBJ,,,1,32
20.1852,10,76,0.96,65,undefined,FILL,,,1,126
20.1852,10,76,0.92,66,undefined,FILL,,,1,111
20.1852,11,76,0.64,67,undefined,CNPC,,,1,40
20.1852,11,76,0.57,68,undefined,WH,,,1,42
20.1852,11,76,0.34,69,undefined,SUBJ,,,1,41
20.1852,11,76,0.97,70,undefined,FILL,,,1,129
20.1852,11,76,0.85,71,undefined,FILL,,,1,114
20.1852,11,76,0.96,72,undefined,FILL,,,1,144
20.1852,12,76,0.92,73,undefined,FILL,,,1,103
20.1852,12,76,0.76,74,undefined,SUBJ,,,1,8
20.1852,12,76,0.95,75,undefined,FILL,,,1,118
20.1852,12,76,0.72,76,undefined,WH,,,1,9
20.1852,12,76,0.41,77,undefined,CNPC,,,1,7
20.1852,12,76,0.96,78,undefined,FILL,,,1,133
20.1852,12,76,0.15,79,undefined,UNGRAM,,,99,993
20.1852,12,76,0.81,80,undefined,FILL,,,99,993
20.1852,13,76,0.96,81,undefined,FILL,,,1,138
20.1852,13,76,0.95,82,undefined,FILL,,,1,108
20.1852,13,76,0.71,83,undefined,SUBJ,,,1,23
20.1852,13,76,0.96,84,undefined,FILL,,,1,123
20.1852,13,76,0.65,85,undefined,CNPC,,,1,22
20.1852,13,76,0.7,86,undefined,WH,,,1,24
20.1852,14,76,0.98,87,undefined,FILL,,,1,113
20.1852,14,76,0.62,88,undefined,SUBJ,,,1,38
20.1852,14,76,0.96,89,undefined,FILL,,,1,128
20.1852,14,76,0.78,90,undefined,WH,,,1,39
20.1852,14,76,0.95,91,undefined,FILL,,,1,143
20.1852,14,76,0.59,92,undefined,CNPC,,,1,37
20.1852,15,76,0.93,93,undefined,FILL,,,1,125
20.1852,15,76,0.51,94,undefined,WH,,,1,30
20.1852,15,76,0.96,95,undefined,FILL,,,1,110
20.1852,15,76,0.93,96,undefined,FILL,,,1,140
20.1852,15,76,0.63,97,undefined,CNPC,,,1,28
20.1852,15,76,0.53,98,undefined,SUBJ,,,1,29
16.372516666666666,practice,77,1,0,undefined,practice_good,,0,practice,practice_good
16.372516666666666,practice,77,0.01,0,undefined,practice_bad,,0,practice,practice_bad
16.372516666666666,1,77,0,1,undefined,CNPC,,,1,31
16.372516666666666,1,77,0.94,2,undefined,FILL,,,1,141
16.372516666666666,1,77,0.87,3,undefined,FILL,,,1,111
16.372516666666666,1,77,0.13,4,undefined,SUBJ,,,1,32
16.372516666666666,1,77,0.94,5,undefined,FILL,,,1,126
16.372516666666666,1,77,0,6,undefined,WH,,,1,33
16.372516666666666,2,77,0,7,undefined,SUBJ,,,1,41
16.372516666666666,2,77,0.89,8,undefined,FILL,,,1,144
16.372516666666666,2,77,0.86,9,undefined,FILL,,,1,129
16.372516666666666,2,77,0,10,undefined,CNPC,,,1,40
16.372516666666666,2,77,0.28,11,undefined,WH,,,1,42
16.372516666666666,2,77,0.55,12,undefined,FILL,,,1,114
16.372516666666666,3,77,0.09,13,undefined,SUBJ,,,1,38
16.372516666666666,3,77,0.3,14,undefined,WH,,,1,39
16.372516666666666,3,77,1,15,undefined,FILL,,,1,143
16.372516666666666,3,77,0.86,16,undefined,FILL,,,1,113
16.372516666666666,3,77,0.93,17,undefined,FILL,,,1,128
16.372516666666666,3,77,0.17,18,undefined,CNPC,,,1,37
16.372516666666666,4,77,0.86,19,undefined,FILL,,,1,137
16.372516666666666,4,77,0.73,20,undefined,FILL,,,1,122
16.372516666666666,4,77,0,21,undefined,SUBJ,,,1,20
16.372516666666666,4,77,0.38,22,undefined,WH,,,1,21
16.372516666666666,4,77,0.5,23,undefined,FILL,,,1,107
16.372516666666666,4,77,0,24,undefined,CNPC,,,1,19
16.372516666666666,5,77,1,25,undefined,FILL,,,1,135
16.372516666666666,5,77,0.23,26,undefined,CNPC,,,1,13
16.372516666666666,5,77,0.8,27,undefined,FILL,,,1,105
16.372516666666666,5,77,0.25,28,undefined,SUBJ,,,1,14
16.372516666666666,5,77,0.88,29,undefined,FILL,,,1,120
16.372516666666666,5,77,0.6,30,undefined,WH,,,1,15
16.372516666666666,6,77,0,31,undefined,WH,,,1,30
16.372516666666666,6,77,0.75,32,undefined,FILL,,,1,125
16.372516666666666,6,77,0.13,33,undefined,SUBJ,,,1,29
16.372516666666666,6,77,0.38,34,undefined,FILL,,,1,140
16.372516666666666,6,77,0.85,35,undefined,FILL,,,1,110
16.372516666666666,6,77,0.65,36,undefined,CNPC,,,1,28
16.372516666666666,7,77,0,37,undefined,CNPC,,,1,43
16.372516666666666,7,77,1,38,undefined,FILL,,,1,130
16.372516666666666,7,77,0.74,39,undefined,FILL,,,1,115
16.372516666666666,7,77,0.99,40,undefined,FILL,,,1,145
16.372516666666666,7,77,0,41,undefined,SUBJ,,,1,44
16.372516666666666,7,77,0.33,42,undefined,WH,,,1,45
16.372516666666666,8,77,0.89,43,undefined,FILL,,,1,103
16.372516666666666,8,77,0.11,44,undefined,CNPC,,,1,7
16.372516666666666,8,77,0.28,45,undefined,SUBJ,,,1,8
16.372516666666666,8,77,0.39,46,undefined,WH,,,1,9
16.372516666666666,8,77,0.91,47,undefined,FILL,,,1,133
16.372516666666666,8,77,1,48,undefined,FILL,,,1,118
16.372516666666666,8,77,0,49,undefined,UNGRAM,,,99,993
16.372516666666666,8,77,0.79,50,undefined,FILL,,,99,993
16.372516666666666,9,77,0.17,51,undefined,CNPC,,,1,16
16.372516666666666,9,77,0.72,52,undefined,FILL,,,1,136
16.372516666666666,9,77,0.91,53,undefined,FILL,,,1,106
16.372516666666666,9,77,0.61,54,undefined,FILL,,,1,121
16.372516666666666,9,77,0.14,55,undefined,SUBJ,,,1,17
16.372516666666666,9,77,0.44,56,undefined,WH,,,1,18
16.372516666666666,10,77,0.01,57,undefined,SUBJ,,,1,35
16.372516666666666,10,77,1,58,undefined,FILL,,,1,142
16.372516666666666,10,77,0.24,59,undefined,CNPC,,,1,34
16.372516666666666,10,77,1,60,undefined,FILL,,,1,127
16.372516666666666,10,77,0.57,61,undefined,WH,,,1,36
16.372516666666666,10,77,0.3,62,undefined,FILL,,,1,112
16.372516666666666,11,77,0.11,63,undefined,SUBJ,,,1,11
16.372516666666666,11,77,0.26,64,undefined,WH,,,1,12
16.372516666666666,11,77,0.86,65,undefined,FILL,,,1,119
16.372516666666666,11,77,0.9,66,undefined,FILL,,,1,104
16.372516666666666,11,77,0.93,67,undefined,FILL,,,1,134
16.372516666666666,11,77,0.12,68,undefined,CNPC,,,1,10
16.372516666666666,11,77,0,69,undefined,UNGRAM,,,99,994
16.372516666666666,11,77,0.98,70,undefined,FILL,,,99,994
16.372516666666666,12,77,0.11,71,undefined,SUBJ,,,1,26
16.372516666666666,12,77,0.54,72,undefined,WH,,,1,27
16.372516666666666,12,77,0.89,73,undefined,FILL,,,1,109
16.372516666666666,12,77,1,74,undefined,FILL,,,1,139
16.372516666666666,12,77,1,75,undefined,FILL,,,1,124
16.372516666666666,12,77,0.13,76,undefined,CNPC,,,1,25
16.372516666666666,13,77,0.65,77,undefined,SUBJ,,,1,23
16.372516666666666,13,77,0.13,78,undefined,CNPC,,,1,22
16.372516666666666,13,77,1,79,undefined,FILL,,,1,138
16.372516666666666,13,77,1,80,undefined,FILL,,,1,123
16.372516666666666,13,77,0.9,81,undefined,FILL,,,1,108
16.372516666666666,13,77,0.35,82,undefined,WH,,,1,24
16.372516666666666,14,77,0.1,83,undefined,CNPC,,,1,1
16.372516666666666,14,77,0.19,84,undefined,SUBJ,,,1,2
16.372516666666666,14,77,1,85,undefined,FILL,,,1,116
16.372516666666666,14,77,0.99,86,undefined,FILL,,,1,131
16.372516666666666,14,77,0.55,87,undefined,WH,,,1,3
16.372516666666666,14,77,0.8,88,undefined,FILL,,,1,101
16.372516666666666,14,77,0,89,undefined,UNGRAM,,,99,991
16.372516666666666,14,77,0.74,90,undefined,FILL,,,99,991
16.372516666666666,15,77,1,91,undefined,FILL,,,1,132
16.372516666666666,15,77,1,92,undefined,FILL,,,1,117
16.372516666666666,15,77,0.38,93,undefined,SUBJ,,,1,5
16.372516666666666,15,77,0.58,94,undefined,WH,,,1,6
16.372516666666666,15,77,0.86,95,undefined,FILL,,,1,102
16.372516666666666,15,77,0.17,96,undefined,CNPC,,,1,4
16.372516666666666,15,77,0,97,undefined,UNGRAM,,,99,992
16.372516666666666,15,77,1,98,undefined,FILL,,,99,992
11.797983333333333,practice,78,0.82,0,undefined,practice_good,,0,practice,practice_good
11.797983333333333,practice,78,0.01,0,undefined,practice_bad,,0,practice,practice_bad
11.797983333333333,1,78,0.33,1,undefined,CNPC,,,1,34
11.797983333333333,1,78,0.89,2,undefined,FILL,,,1,142
11.797983333333333,1,78,0.98,3,undefined,FILL,,,1,112
11.797983333333333,1,78,0.96,4,undefined,FILL,,,1,127
11.797983333333333,1,78,0.09,5,undefined,SUBJ,,,1,35
11.797983333333333,1,78,0.53,6,undefined,WH,,,1,36
11.797983333333333,2,78,0.3,7,undefined,CNPC,,,1,31
11.797983333333333,2,78,0.59,8,undefined,WH,,,1,33
