Answer.time_in_minutes,item_number,first_response_value,wrong_attempts,condition,list_number,trial_sequence_total,Answer.condition,workerid,block_sequence,response
,,,,,,,,,,
10.98245,19,,,CNPC,2,26,undefined,55,6,0.23
,,,,,,,,,,
10.98245,107,,,FILL,2,27,undefined,55,6,1
,,,,,,,,,,
10.98245,21,,,WH,2,28,undefined,55,6,1
,,,,,,,,,,
10.98245,122,,,UNGRAM,2,29,undefined,55,6,0
,,,,,,,,,,
10.98245,20,,,SUBJ,2,30,undefined,55,6,1
,,,,,,,,,,
10.98245,14,,,SUBJ,2,31,undefined,55,7,0.19
,,,,,,,,,,
10.98245,120,,,UNGRAM,2,32,undefined,55,7,0
,,,,,,,,,,
10.98245,13,,,CNPC,2,33,undefined,55,7,0.33
,,,,,,,,,,
10.98245,15,,,WH,2,34,undefined,55,7,1
,,,,,,,,,,
10.98245,105,,,FILL,2,35,undefined,55,7,0.89
,,,,,,,,,,
10.98245,8,,,SUBJ,2,36,undefined,55,8,0.78
,,,,,,,,,,
10.98245,103,,,FILL,2,37,undefined,55,8,1
,,,,,,,,,,
10.98245,7,,,CNPC,2,38,undefined,55,8,0.38
,,,,,,,,,,
10.98245,118,,,UNGRAM,2,39,undefined,55,8,0
,,,,,,,,,,
10.98245,9,,,WH,2,40,undefined,55,8,0.13
,,,,,,,,,,
10.98245,11,,,SUBJ,2,41,undefined,55,9,0.89
,,,,,,,,,,
10.98245,119,,,UNGRAM,2,42,undefined,55,9,0
,,,,,,,,,,
10.98245,12,,,WH,2,43,undefined,55,9,0.84
,,,,,,,,,,
10.98245,104,,,FILL,2,44,undefined,55,9,1
,,,,,,,,,,
10.98245,10,,,CNPC,2,45,undefined,55,9,0.41
,,,,,,,,,,
10.98245,23,,,SUBJ,2,46,undefined,55,10,1
,,,,,,,,,,
10.98245,24,,,WH,2,47,undefined,55,10,0.86
,,,,,,,,,,
10.98245,108,,,FILL,2,48,undefined,55,10,1
,,,,,,,,,,
10.98245,123,,,UNGRAM,2,49,undefined,55,10,0.01
,,,,,,,,,,
10.98245,22,,,CNPC,2,50,undefined,55,10,0.62
,,,,,,,,,,
10.98245,113,,,FILL,2,51,undefined,55,11,1
,,,,,,,,,,
10.98245,38,,,SUBJ,2,52,undefined,55,11,0.74
,,,,,,,,,,
10.98245,37,,,CNPC,2,53,undefined,55,11,0.43
,,,,,,,,,,
10.98245,128,,,UNGRAM,2,54,undefined,55,11,0
,,,,,,,,,,
10.98245,39,,,WH,2,55,undefined,55,11,1
,,,,,,,,,,
10.98245,40,,,CNPC,2,56,undefined,55,12,0.72
,,,,,,,,,,
10.98245,41,,,SUBJ,2,57,undefined,55,12,0.36
,,,,,,,,,,
10.98245,114,,,FILL,2,58,undefined,55,12,1
,,,,,,,,,,
10.98245,42,,,WH,2,59,undefined,55,12,1
,,,,,,,,,,
10.98245,129,,,UNGRAM,2,60,undefined,55,12,0
,,,,,,,,,,
10.98245,18,,,WH,2,61,undefined,55,13,0.92
,,,,,,,,,,
10.98245,16,,,CNPC,2,62,undefined,55,13,0.65
,,,,,,,,,,
10.98245,17,,,SUBJ,2,63,undefined,55,13,1
,,,,,,,,,,
10.98245,121,,,UNGRAM,2,64,undefined,55,13,0
,,,,,,,,,,
10.98245,106,,,FILL,2,65,undefined,55,13,0.88
,,,,,,,,,,
10.98245,5,,,SUBJ,2,66,undefined,55,14,1
,,,,,,,,,,
10.98245,4,,,CNPC,2,67,undefined,55,14,1
,,,,,,,,,,
10.98245,117,,,UNGRAM,2,68,undefined,55,14,0
,,,,,,,,,,
10.98245,6,,,WH,2,69,undefined,55,14,0.96
,,,,,,,,,,
10.98245,102,,,FILL,2,70,undefined,55,14,1
,,,,,,,,,,
10.98245,126,,,UNGRAM,2,71,undefined,55,15,0
,,,,,,,,,,
10.98245,32,,,SUBJ,2,72,undefined,55,15,1
,,,,,,,,,,
10.98245,33,,,WH,2,73,undefined,55,15,1
,,,,,,,,,,
10.98245,31,,,CNPC,2,74,undefined,55,15,0.65
,,,,,,,,,,
10.98245,111,,,FILL,2,75,undefined,55,15,1
,,,,,,,,,,
10.3757,practice_good,,0,practice_good,practice,0,undefined,56,practice,0.98
,,,,,,,,,,
10.3757,practice_bad,,0,practice_bad,practice,0,undefined,56,practice,0.01
,,,,,,,,,,
10.3757,39,,,WH,2,1,undefined,56,1,0.02
,,,,,,,,,,
10.3757,113,,,FILL,2,2,undefined,56,1,0.99
,,,,,,,,,,
10.3757,38,,,SUBJ,2,3,undefined,56,1,0.03
,,,,,,,,,,
10.3757,37,,,CNPC,2,4,undefined,56,1,0.02
,,,,,,,,,,
10.3757,128,,,UNGRAM,2,5,undefined,56,1,0.04
,,,,,,,,,,
10.3757,1,,,CNPC,2,6,undefined,56,2,0.03
,,,,,,,,,,
10.3757,116,,,UNGRAM,2,7,undefined,56,2,0.01
,,,,,,,,,,
10.3757,3,,,WH,2,8,undefined,56,2,0.03
,,,,,,,,,,
10.3757,2,,,SUBJ,2,9,undefined,56,2,0.02
,,,,,,,,,,
10.3757,101,,,FILL,2,10,undefined,56,2,0.98
,,,,,,,,,,
10.3757,25,,,CNPC,2,11,undefined,56,3,0.01
,,,,,,,,,,
10.3757,26,,,SUBJ,2,12,undefined,56,3,0.08
,,,,,,,,,,
10.3757,109,,,FILL,2,13,undefined,56,3,0.97
,,,,,,,,,,
10.3757,124,,,UNGRAM,2,14,undefined,56,3,0.01
,,,,,,,,,,
10.3757,27,,,WH,2,15,undefined,56,3,0.45
,,,,,,,,,,
10.3757,15,,,WH,2,16,undefined,56,4,0.02
,,,,,,,,,,
10.3757,13,,,CNPC,2,17,undefined,56,4,0.01
,,,,,,,,,,
10.3757,14,,,SUBJ,2,18,undefined,56,4,0.31
,,,,,,,,,,
10.3757,105,,,FILL,2,19,undefined,56,4,0.96
,,,,,,,,,,
10.3757,120,,,UNGRAM,2,20,undefined,56,4,0
,,,,,,,,,,
10.3757,30,,,WH,2,21,undefined,56,5,0.01
,,,,,,,,,,
10.3757,125,,,UNGRAM,2,22,undefined,56,5,0.04
,,,,,,,,,,
10.3757,28,,,CNPC,2,23,undefined,56,5,0.02
,,,,,,,,,,
10.3757,110,,,FILL,2,24,undefined,56,5,0.98
,,,,,,,,,,
10.3757,29,,,SUBJ,2,25,undefined,56,5,0.01
,,,,,,,,,,
10.3757,32,,,SUBJ,2,26,undefined,56,6,0.01
,,,,,,,,,,
10.3757,126,,,UNGRAM,2,27,undefined,56,6,0.02
,,,,,,,,,,
10.3757,33,,,WH,2,28,undefined,56,6,0.47
,,,,,,,,,,
10.3757,31,,,CNPC,2,29,undefined,56,6,0.03
,,,,,,,,,,
10.3757,111,,,FILL,2,30,undefined,56,6,0.97
,,,,,,,,,,
10.3757,118,,,UNGRAM,2,31,undefined,56,7,0
,,,,,,,,,,
10.3757,103,,,FILL,2,32,undefined,56,7,0.97
,,,,,,,,,,
10.3757,7,,,CNPC,2,33,undefined,56,7,0.04
,,,,,,,,,,
10.3757,8,,,SUBJ,2,34,undefined,56,7,0.03
,,,,,,,,,,
10.3757,9,,,WH,2,35,undefined,56,7,0.02
,,,,,,,,,,
10.3757,20,,,SUBJ,2,36,undefined,56,8,0.15
,,,,,,,,,,
10.3757,19,,,CNPC,2,37,undefined,56,8,0.1
,,,,,,,,,,
10.3757,21,,,WH,2,38,undefined,56,8,0.1
,,,,,,,,,,
10.3757,107,,,FILL,2,39,undefined,56,8,0.97
,,,,,,,,,,
10.3757,122,,,UNGRAM,2,40,undefined,56,8,0.03
,,,,,,,,,,
10.3757,44,,,SUBJ,2,41,undefined,56,9,0.03
,,,,,,,,,,
10.3757,115,,,FILL,2,42,undefined,56,9,0.92
,,,,,,,,,,
10.3757,45,,,WH,2,43,undefined,56,9,0.03
,,,,,,,,,,
10.3757,43,,,CNPC,2,44,undefined,56,9,0.01
,,,,,,,,,,
10.3757,130,,,UNGRAM,2,45,undefined,56,9,0.02
,,,,,,,,,,
10.3757,119,,,UNGRAM,2,46,undefined,56,10,0.04
,,,,,,,,,,
10.3757,11,,,SUBJ,2,47,undefined,56,10,0.04
,,,,,,,,,,
10.3757,104,,,FILL,2,48,undefined,56,10,0.98
,,,,,,,,,,
10.3757,12,,,WH,2,49,undefined,56,10,0.05
,,,,,,,,,,
10.3757,10,,,CNPC,2,50,undefined,56,10,0.03
,,,,,,,,,,
10.3757,40,,,CNPC,2,51,undefined,56,11,0.03
,,,,,,,,,,
10.3757,42,,,WH,2,52,undefined,56,11,0.04
,,,,,,,,,,
10.3757,41,,,SUBJ,2,53,undefined,56,11,0.06
,,,,,,,,,,
10.3757,129,,,UNGRAM,2,54,undefined,56,11,0.04
,,,,,,,,,,
10.3757,114,,,FILL,2,55,undefined,56,11,0.9
,,,,,,,,,,
10.3757,5,,,SUBJ,2,56,undefined,56,12,0.04
,,,,,,,,,,
10.3757,6,,,WH,2,57,undefined,56,12,0.06
,,,,,,,,,,
10.3757,117,,,UNGRAM,2,58,undefined,56,12,0.04
,,,,,,,,,,
10.3757,102,,,FILL,2,59,undefined,56,12,0.84
,,,,,,,,,,
10.3757,4,,,CNPC,2,60,undefined,56,12,0.08
,,,,,,,,,,
10.3757,35,,,SUBJ,2,61,undefined,56,13,0.02
,,,,,,,,,,
10.3757,36,,,WH,2,62,undefined,56,13,0.04
,,,,,,,,,,
10.3757,112,,,FILL,2,63,undefined,56,13,0.9
,,,,,,,,,,
10.3757,127,,,UNGRAM,2,64,undefined,56,13,0.03
,,,,,,,,,,
10.3757,34,,,CNPC,2,65,undefined,56,13,0.46
,,,,,,,,,,
10.3757,17,,,SUBJ,2,66,undefined,56,14,0.11
,,,,,,,,,,
10.3757,16,,,CNPC,2,67,undefined,56,14,0.03
,,,,,,,,,,
10.3757,18,,,WH,2,68,undefined,56,14,0.02
,,,,,,,,,,
10.3757,106,,,FILL,2,69,undefined,56,14,0.98
,,,,,,,,,,
10.3757,121,,,UNGRAM,2,70,undefined,56,14,0.02
,,,,,,,,,,
10.3757,108,,,FILL,2,71,undefined,56,15,0.95
,,,,,,,,,,
10.3757,22,,,CNPC,2,72,undefined,56,15,0.06
,,,,,,,,,,
10.3757,24,,,WH,2,73,undefined,56,15,0.08
,,,,,,,,,,
10.3757,23,,,SUBJ,2,74,undefined,56,15,0.03
,,,,,,,,,,
10.3757,123,,,UNGRAM,2,75,undefined,56,15,0.01
,,,,,,,,,,
16.3035,practice_good,,0,practice_good,practice,0,undefined,57,practice,0.97
,,,,,,,,,,
16.3035,practice_bad,,0,practice_bad,practice,0,undefined,57,practice,0.09
,,,,,,,,,,
16.3035,30,,,WH,2,1,undefined,57,1,0.4
,,,,,,,,,,
16.3035,125,,,UNGRAM,2,2,undefined,57,1,0.06
,,,,,,,,,,
16.3035,110,,,FILL,2,3,undefined,57,1,0.92
,,,,,,,,,,
16.3035,28,,,CNPC,2,4,undefined,57,1,0.24
,,,,,,,,,,
16.3035,29,,,SUBJ,2,5,undefined,57,1,0.57
,,,,,,,,,,
16.3035,105,,,FILL,2,6,undefined,57,2,0.95
,,,,,,,,,,
16.3035,120,,,UNGRAM,2,7,undefined,57,2,0.05
,,,,,,,,,,
16.3035,13,,,CNPC,2,8,undefined,57,2,0.18
,,,,,,,,,,
16.3035,15,,,WH,2,9,undefined,57,2,0.65
,,,,,,,,,,
16.3035,14,,,SUBJ,2,10,undefined,57,2,0.56
,,,,,,,,,,
16.3035,25,,,CNPC,2,11,undefined,57,3,0.74
,,,,,,,,,,
16.3035,26,,,SUBJ,2,12,undefined,57,3,0.58
,,,,,,,,,,
16.3035,27,,,WH,2,13,undefined,57,3,0.69
,,,,,,,,,,
16.3035,109,,,FILL,2,14,undefined,57,3,0.94
,,,,,,,,,,
16.3035,124,,,UNGRAM,2,15,undefined,57,3,0.04
,,,,,,,,,,
16.3035,1,,,CNPC,2,16,undefined,57,4,0.4
,,,,,,,,,,
16.3035,3,,,WH,2,17,undefined,57,4,0.62
,,,,,,,,,,
16.3035,116,,,UNGRAM,2,18,undefined,57,4,0.05
,,,,,,,,,,
16.3035,2,,,SUBJ,2,19,undefined,57,4,0.67
,,,,,,,,,,
16.3035,101,,,FILL,2,20,undefined,57,4,0.95
,,,,,,,,,,
16.3035,42,,,WH,2,21,undefined,57,5,0.57
,,,,,,,,,,
16.3035,40,,,CNPC,2,22,undefined,57,5,0.61
,,,,,,,,,,
16.3035,114,,,FILL,2,23,undefined,57,5,0.68
,,,,,,,,,,
16.3035,129,,,UNGRAM,2,24,undefined,57,5,0.05
,,,,,,,,,,
16.3035,41,,,SUBJ,2,25,undefined,57,5,0.6
,,,,,,,,,,
16.3035,17,,,SUBJ,2,26,undefined,57,6,0.28
,,,,,,,,,,
16.3035,16,,,CNPC,2,27,undefined,57,6,0.26
,,,,,,,,,,
16.3035,18,,,WH,2,28,undefined,57,6,0.62
,,,,,,,,,,
16.3035,106,,,FILL,2,29,undefined,57,6,0.95
,,,,,,,,,,
16.3035,121,,,UNGRAM,2,30,undefined,57,6,0.04
,,,,,,,,,,
16.3035,22,,,CNPC,2,31,undefined,57,7,0.21
,,,,,,,,,,
16.3035,24,,,WH,2,32,undefined,57,7,0.61
,,,,,,,,,,
16.3035,108,,,FILL,2,33,undefined,57,7,0.96
,,,,,,,,,,
16.3035,123,,,UNGRAM,2,34,undefined,57,7,0.05
,,,,,,,,,,
16.3035,23,,,SUBJ,2,35,undefined,57,7,0.75
,,,,,,,,,,
16.3035,10,,,CNPC,2,36,undefined,57,8,0.32
,,,,,,,,,,
16.3035,119,,,UNGRAM,2,37,undefined,57,8,0.04
,,,,,,,,,,
16.3035,12,,,WH,2,38,undefined,57,8,0.55
,,,,,,,,,,
16.3035,104,,,FILL,2,39,undefined,57,8,0.95
,,,,,,,,,,
16.3035,11,,,SUBJ,2,40,undefined,57,8,0.64
,,,,,,,,,,
16.3035,118,,,UNGRAM,2,41,undefined,57,9,0.02
,,,,,,,,,,
16.3035,8,,,SUBJ,2,42,undefined,57,9,0.61
,,,,,,,,,,
16.3035,9,,,WH,2,43,undefined,57,9,0.62
,,,,,,,,,,
16.3035,7,,,CNPC,2,44,undefined,57,9,0.63
,,,,,,,,,,
16.3035,103,,,FILL,2,45,undefined,57,9,0.96
,,,,,,,,,,
16.3035,33,,,WH,2,46,undefined,57,10,0.57
,,,,,,,,,,
16.3035,126,,,UNGRAM,2,47,undefined,57,10,0.02
,,,,,,,,,,
16.3035,111,,,FILL,2,48,undefined,57,10,0.96
,,,,,,,,,,
16.3035,32,,,SUBJ,2,49,undefined,57,10,0.56
,,,,,,,,,,
16.3035,31,,,CNPC,2,50,undefined,57,10,0.3
,,,,,,,,,,
16.3035,44,,,SUBJ,2,51,undefined,57,11,0.57
,,,,,,,,,,
16.3035,43,,,CNPC,2,52,undefined,57,11,0.52
,,,,,,,,,,
16.3035,130,,,UNGRAM,2,53,undefined,57,11,0.05
,,,,,,,,,,
16.3035,45,,,WH,2,54,undefined,57,11,0.38
,,,,,,,,,,
16.3035,115,,,FILL,2,55,undefined,57,11,0.75
,,,,,,,,,,
16.3035,113,,,FILL,2,56,undefined,57,12,0.76
,,,,,,,,,,
16.3035,128,,,UNGRAM,2,57,undefined,57,12,0.05
,,,,,,,,,,
16.3035,37,,,CNPC,2,58,undefined,57,12,0.39
,,,,,,,,,,
16.3035,38,,,SUBJ,2,59,undefined,57,12,0.41
,,,,,,,,,,
16.3035,39,,,WH,2,60,undefined,57,12,0.84
,,,,,,,,,,
16.3035,117,,,UNGRAM,2,61,undefined,57,13,0.02
,,,,,,,,,,
16.3035,4,,,CNPC,2,62,undefined,57,13,0.38
,,,,,,,,,,
16.3035,6,,,WH,2,63,undefined,57,13,0.58
,,,,,,,,,,
16.3035,5,,,SUBJ,2,64,undefined,57,13,0.77
,,,,,,,,,,
16.3035,102,,,FILL,2,65,undefined,57,13,0.89
,,,,,,,,,,
16.3035,34,,,CNPC,2,66,undefined,57,14,0.56
,,,,,,,,,,
16.3035,112,,,FILL,2,67,undefined,57,14,0.98
,,,,,,,,,,
16.3035,35,,,SUBJ,2,68,undefined,57,14,0.68
,,,,,,,,,,
16.3035,36,,,WH,2,69,undefined,57,14,0.61
,,,,,,,,,,
16.3035,127,,,UNGRAM,2,70,undefined,57,14,0.02
,,,,,,,,,,
16.3035,107,,,FILL,2,71,undefined,57,15,0.97
,,,,,,,,,,
16.3035,20,,,SUBJ,2,72,undefined,57,15,0.73
,,,,,,,,,,
16.3035,21,,,WH,2,73,undefined,57,15,0.62
,,,,,,,,,,
16.3035,19,,,CNPC,2,74,undefined,57,15,0.29
,,,,,,,,,,
16.3035,122,,,UNGRAM,2,75,undefined,57,15,0.03
,,,,,,,,,,
10.46205,practice_good,,0,practice_good,practice,0,undefined,58,practice,0.99
,,,,,,,,,,
10.46205,practice_bad,,0,practice_bad,practice,0,undefined,58,practice,0.01
,,,,,,,,,,
10.46205,116,,,UNGRAM,2,1,undefined,58,1,0
,,,,,,,,,,
10.46205,1,,,CNPC,2,2,undefined,58,1,0.98
,,,,,,,,,,
10.46205,3,,,WH,2,3,undefined,58,1,0.66
,,,,,,,,,,
10.46205,101,,,FILL,2,4,undefined,58,1,0.91
,,,,,,,,,,
10.46205,2,,,SUBJ,2,5,undefined,58,1,0.02
,,,,,,,,,,
10.46205,18,,,WH,2,6,undefined,58,2,0.02
,,,,,,,,,,
10.46205,16,,,CNPC,2,7,undefined,58,2,0.04
,,,,,,,,,,
10.46205,17,,,SUBJ,2,8,undefined,58,2,0.69
,,,,,,,,,,
10.46205,106,,,FILL,2,9,undefined,58,2,0.99
,,,,,,,,,,
10.46205,121,,,UNGRAM,2,10,undefined,58,2,0
,,,,,,,,,,
10.46205,10,,,CNPC,2,11,undefined,58,3,0.63
,,,,,,,,,,
10.46205,104,,,FILL,2,12,undefined,58,3,0.99
,,,,,,,,,,
10.46205,12,,,WH,2,13,undefined,58,3,0.02
,,,,,,,,,,
10.46205,11,,,SUBJ,2,14,undefined,58,3,0.02
,,,,,,,,,,
10.46205,119,,,UNGRAM,2,15,undefined,58,3,0.03
,,,,,,,,,,
10.46205,102,,,FILL,2,16,undefined,58,4,1
,,,,,,,,,,
10.46205,6,,,WH,2,17,undefined,58,4,0.21
,,,,,,,,,,
10.46205,4,,,CNPC,2,18,undefined,58,4,0.02
,,,,,,,,,,
10.46205,117,,,UNGRAM,2,19,undefined,58,4,0
,,,,,,,,,,
10.46205,5,,,SUBJ,2,20,undefined,58,4,0.04
,,,,,,,,,,
10.46205,42,,,WH,2,21,undefined,58,5,0.01
,,,,,,,,,,
10.46205,129,,,UNGRAM,2,22,undefined,58,5,0.01
,,,,,,,,,,
10.46205,114,,,FILL,2,23,undefined,58,5,0.98
,,,,,,,,,,
10.46205,41,,,SUBJ,2,24,undefined,58,5,0.22
,,,,,,,,,,
10.46205,40,,,CNPC,2,25,undefined,58,5,0.48
,,,,,,,,,,
10.46205,125,,,UNGRAM,2,26,undefined,58,6,0.01
,,,,,,,,,,
10.46205,110,,,FILL,2,27,undefined,58,6,0.99
,,,,,,,,,,
10.46205,29,,,SUBJ,2,28,undefined,58,6,0.59
,,,,,,,,,,
10.46205,28,,,CNPC,2,29,undefined,58,6,0.03
,,,,,,,,,,
10.46205,30,,,WH,2,30,undefined,58,6,0.59
,,,,,,,,,,
10.46205,39,,,WH,2,31,undefined,58,7,0.84
,,,,,,,,,,
10.46205,37,,,CNPC,2,32,undefined,58,7,0.15
,,,,,,,,,,
10.46205,38,,,SUBJ,2,33,undefined,58,7,0.02
,,,,,,,,,,
10.46205,128,,,UNGRAM,2,34,undefined,58,7,0.01
,,,,,,,,,,
10.46205,113,,,FILL,2,35,undefined,58,7,0.83
,,,,,,,,,,
10.46205,36,,,WH,2,36,undefined,58,8,0.01
,,,,,,,,,,
10.46205,112,,,FILL,2,37,undefined,58,8,0.9
,,,,,,,,,,
10.46205,34,,,CNPC,2,38,undefined,58,8,0.02
,,,,,,,,,,
10.46205,127,,,UNGRAM,2,39,undefined,58,8,0.03
,,,,,,,,,,
10.46205,35,,,SUBJ,2,40,undefined,58,8,0.05
,,,,,,,,,,
10.46205,27,,,WH,2,41,undefined,58,9,0.55
,,,,,,,,,,
10.46205,26,,,SUBJ,2,42,undefined,58,9,0.02
,,,,,,,,,,
10.46205,109,,,FILL,2,43,undefined,58,9,0.99
,,,,,,,,,,
10.46205,124,,,UNGRAM,2,44,undefined,58,9,0.03
,,,,,,,,,,
10.46205,25,,,CNPC,2,45,undefined,58,9,0.99
,,,,,,,,,,
10.46205,108,,,FILL,2,46,undefined,58,10,0.99
,,,,,,,,,,
10.46205,22,,,CNPC,2,47,undefined,58,10,0.06
,,,,,,,,,,
10.46205,123,,,UNGRAM,2,48,undefined,58,10,0.01
,,,,,,,,,,
10.46205,24,,,WH,2,49,undefined,58,10,0.01
,,,,,,,,,,
10.46205,23,,,SUBJ,2,50,undefined,58,10,0.02
,,,,,,,,,,
10.46205,8,,,SUBJ,2,51,undefined,58,11,0.62
,,,,,,,,,,
10.46205,7,,,CNPC,2,52,undefined,58,11,0.3
,,,,,,,,,,
10.46205,118,,,UNGRAM,2,53,undefined,58,11,0.02
,,,,,,,,,,
10.46205,103,,,FILL,2,54,undefined,58,11,0.99
,,,,,,,,,,
10.46205,9,,,WH,2,55,undefined,58,11,0.02
,,,,,,,,,,
10.46205,31,,,CNPC,2,56,undefined,58,12,0.93
,,,,,,,,,,
10.46205,126,,,UNGRAM,2,57,undefined,58,12,0.02
,,,,,,,,,,
10.46205,111,,,FILL,2,58,undefined,58,12,0.99
,,,,,,,,,,
10.46205,32,,,SUBJ,2,59,undefined,58,12,0.5
,,,,,,,,,,
10.46205,33,,,WH,2,60,undefined,58,12,0.86
,,,,,,,,,,
10.46205,20,,,SUBJ,2,61,undefined,58,13,0.29
,,,,,,,,,,
10.46205,21,,,WH,2,62,undefined,58,13,0.33
,,,,,,,,,,
10.46205,19,,,CNPC,2,63,undefined,58,13,0.27
,,,,,,,,,,
10.46205,107,,,FILL,2,64,undefined,58,13,0.99
,,,,,,,,,,
10.46205,122,,,UNGRAM,2,65,undefined,58,13,0.01
,,,,,,,,,,
10.46205,44,,,SUBJ,2,66,undefined,58,14,0.44
,,,,,,,,,,
10.46205,43,,,CNPC,2,67,undefined,58,14,0.76
,,,,,,,,,,
10.46205,130,,,UNGRAM,2,68,undefined,58,14,0.01
,,,,,,,,,,
10.46205,45,,,WH,2,69,undefined,58,14,0.87
,,,,,,,,,,
10.46205,115,,,FILL,2,70,undefined,58,14,0.81
,,,,,,,,,,
10.46205,14,,,SUBJ,2,71,undefined,58,15,0.09
,,,,,,,,,,
10.46205,120,,,UNGRAM,2,72,undefined,58,15,0.01
,,,,,,,,,,
10.46205,13,,,CNPC,2,73,undefined,58,15,0.83
,,,,,,,,,,
10.46205,15,,,WH,2,74,undefined,58,15,0.7
,,,,,,,,,,
10.46205,105,,,FILL,2,75,undefined,58,15,0.99
,,,,,,,,,,
12.789,practice_good,,0,practice_good,practice,0,undefined,59,practice,0.6
,,,,,,,,,,
12.789,practice_bad,,0,practice_bad,practice,0,undefined,59,practice,0.07
,,,,,,,,,,
12.789,116,,,UNGRAM,2,1,undefined,59,1,0.06
,,,,,,,,,,
12.789,3,,,WH,2,2,undefined,59,1,0.01
,,,,,,,,,,
12.789,1,,,CNPC,2,3,undefined,59,1,0.89
,,,,,,,,,,
12.789,101,,,FILL,2,4,undefined,59,1,0.74
,,,,,,,,,,
12.789,2,,,SUBJ,2,5,undefined,59,1,0.12
,,,,,,,,,,
12.789,17,,,SUBJ,2,6,undefined,59,2,0.09
,,,,,,,,,,
12.789,18,,,WH,2,7,undefined,59,2,0.05
,,,,,,,,,,
12.789,106,,,FILL,2,8,undefined,59,2,0.65
,,,,,,,,,,
12.789,121,,,UNGRAM,2,9,undefined,59,2,0.06
,,,,,,,,,,
12.789,16,,,CNPC,2,10,undefined,59,2,0.9
,,,,,,,,,,
12.789,42,,,WH,2,11,undefined,59,3,0.63
,,,,,,,,,,
12.789,40,,,CNPC,2,12,undefined,59,3,0.09
,,,,,,,,,,
12.789,129,,,UNGRAM,2,13,undefined,59,3,0.08
,,,,,,,,,,
12.789,41,,,SUBJ,2,14,undefined,59,3,0.86
,,,,,,,,,,
12.789,114,,,FILL,2,15,undefined,59,3,0.93
,,,,,,,,,,
12.789,125,,,UNGRAM,2,16,undefined,59,4,0.76
,,,,,,,,,,
12.789,110,,,FILL,2,17,undefined,59,4,0.88
,,,,,,,,,,
12.789,30,,,WH,2,18,undefined,59,4,0.13
,,,,,,,,,,
12.789,29,,,SUBJ,2,19,undefined,59,4,0.11
,,,,,,,,,,
12.789,28,,,CNPC,2,20,undefined,59,4,0.92
,,,,,,,,,,
12.789,38,,,SUBJ,2,21,undefined,59,5,0.06
,,,,,,,,,,
12.789,128,,,UNGRAM,2,22,undefined,59,5,0.03
,,,,,,,,,,
12.789,37,,,CNPC,2,23,undefined,59,5,0.06
,,,,,,,,,,
12.789,39,,,WH,2,24,undefined,59,5,0.92
,,,,,,,,,,
12.789,113,,,FILL,2,25,undefined,59,5,0.75
,,,,,,,,,,
12.789,20,,,SUBJ,2,26,undefined,59,6,0.7
,,,,,,,,,,
12.789,122,,,UNGRAM,2,27,undefined,59,6,0.15
,,,,,,,,,,
12.789,21,,,WH,2,28,undefined,59,6,0.14
,,,,,,,,,,
12.789,19,,,CNPC,2,29,undefined,59,6,0.8
,,,,,,,,,,
12.789,107,,,FILL,2,30,undefined,59,6,0.9
,,,,,,,,,,
12.789,33,,,WH,2,31,undefined,59,7,0.25
,,,,,,,,,,
12.789,31,,,CNPC,2,32,undefined,59,7,0.23
,,,,,,,,,,
12.789,126,,,UNGRAM,2,33,undefined,59,7,0.08
,,,,,,,,,,
12.789,111,,,FILL,2,34,undefined,59,7,0.9
,,,,,,,,,,
12.789,32,,,SUBJ,2,35,undefined,59,7,0.71
,,,,,,,,,,
12.789,103,,,FILL,2,36,undefined,59,8,0.73
,,,,,,,,,,
12.789,7,,,CNPC,2,37,undefined,59,8,0.73
,,,,,,,,,,
12.789,118,,,UNGRAM,2,38,undefined,59,8,0.81
,,,,,,,,,,
12.789,9,,,WH,2,39,undefined,59,8,0.61
,,,,,,,,,,
12.789,8,,,SUBJ,2,40,undefined,59,8,0.07
,,,,,,,,,,
12.789,4,,,CNPC,2,41,undefined,59,9,0.98
,,,,,,,,,,
12.789,5,,,SUBJ,2,42,undefined,59,9,0.98
,,,,,,,,,,
12.789,102,,,FILL,2,43,undefined,59,9,0.96
,,,,,,,,,,
12.789,117,,,UNGRAM,2,44,undefined,59,9,0.04
,,,,,,,,,,
12.789,6,,,WH,2,45,undefined,59,9,0.08
,,,,,,,,,,
12.789,108,,,FILL,2,46,undefined,59,10,0.83
,,,,,,,,,,
12.789,24,,,WH,2,47,undefined,59,10,0.06
,,,,,,,,,,
12.789,22,,,CNPC,2,48,undefined,59,10,0.99
,,,,,,,,,,
12.789,23,,,SUBJ,2,49,undefined,59,10,0.92
,,,,,,,,,,
12.789,123,,,UNGRAM,2,50,undefined,59,10,0.57
,,,,,,,,,,
12.789,105,,,FILL,2,51,undefined,59,11,0.96
,,,,,,,,,,
12.789,14,,,SUBJ,2,52,undefined,59,11,0.89
,,,,,,,,,,
12.789,120,,,UNGRAM,2,53,undefined,59,11,0.82
,,,,,,,,,,
12.789,15,,,WH,2,54,undefined,59,11,0.77
,,,,,,,,,,
12.789,13,,,CNPC,2,55,undefined,59,11,0.87
,,,,,,,,,,
12.789,104,,,FILL,2,56,undefined,59,12,0.98
,,,,,,,,,,
12.789,12,,,WH,2,57,undefined,59,12,0.81
,,,,,,,,,,
12.789,11,,,SUBJ,2,58,undefined,59,12,0.79
,,,,,,,,,,
